,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
Chi4n,0.15374588182932825,-0.016465001680213153,-0.10291523351446628,-0.0651240469406615,0.04947703520171239,-0.02385106461137567,-0.06707839613937115,0.03655814824161233,-0.06628965477248233,-0.016673967707993852,-0.0733745962822515,0.04070369042846069,0.025534693127307984,0.02502944178757448,0.05030792044391162,0.026800924456414986,0.039761733156779326,-0.02649268081728059,-0.005983521378615405,0.023454984007186007
Chi0v,0.1719722254514663,0.03189294105550989,-0.01646298438173994,-0.00268137710824426,0.007056916307128457,-0.003173626492089097,-0.008957408205187005,-0.031965263321077485,0.027708526876406996,0.0005095312803475909,0.03943837833910044,-0.013524116100176198,-0.0031977986636586775,-0.013890109439718188,-0.023489734227520695,-0.022989109599767056,0.015519891448760174,0.015722086881557074,0.0019205644911218867,-0.02679743062913141
Chi1v,0.17009274559783416,0.010618617298522108,-0.034391497552483524,-0.040308404321591294,-0.0033877928439102773,0.03272843040066773,-0.025854870546421556,0.0031410479570972154,-0.006836278522138334,0.012187345386739637,0.02451832465029992,-0.0372214818723486,-0.03870189999295822,-0.02602846651417462,-0.0253712066176778,-0.03692113417774723,0.018082935780379377,0.006501348244561597,-0.017941418356322368,-0.01318556980936339
Chi2v,0.16447549690794294,-0.021056295544932623,-0.01696001985618218,-0.07889628797236964,-0.02852539819873607,0.03494882752454177,-0.040397960389341896,-0.019822890201738233,-0.0033131659946192583,0.02166869469413919,0.02960154197696194,-0.05767109499486245,-0.035743814564778216,-0.016614513064934493,-0.02827100871800906,-0.07023478630377235,0.05663833781128104,0.02399944089106946,-0.06824021773132795,-0.026205303339299876
Chi3v,0.15550817193862657,-0.05676412777517505,-0.04082302671646788,-0.1123652319534873,-0.055071662130786465,0.00804473200438596,-0.03916771459023809,0.013698640003606419,-0.05589137949011017,0.008213919009463562,-0.033597256921741855,-0.03382253216811989,-0.036212044869895245,-0.0001049648741176364,-0.0035110318116952244,-0.022012501256618702,0.04937197352184468,0.02404666198543575,-0.04113680048507758,-0.02948519130540867
Chi4v,0.15070134848850733,-0.06821023579716808,-0.04992307903851409,-0.11673748784469845,-0.05495460703914643,0.017943207206245804,-0.03711942050833907,0.03012986290582576,-0.07021748798964955,0.01243876349972877,-0.04162824069966049,-0.030884786373605512,-0.02712457817908571,0.007703091779481674,-0.015051484714019084,-0.005958149795301216,0.06278579940082699,0.036557563775251024,-0.033001930496477996,-0.02106983525066593
NHOHCount,0.029002712075451652,0.16914421303316549,0.1707814377448154,0.010499318687285377,0.09204226271748887,0.02381997422082055,0.1024745830980652,-0.009891326334171596,0.17635371784064155,0.07293826140700913,-0.2159193423657587,-0.05205633776301702,-0.1407891443858757,0.15684079872282333,0.05924511772874936,-0.07928268934495261,-9.063184878370378e-05,0.01929813740318493,-0.2219488021360456,0.1222994879096783
NOCount,0.1380132877229263,-0.027738045655890574,0.07977332962904121,-0.02757771832580695,0.061278955823559404,-0.12768162907858532,0.13806785481022424,0.09831348466872751,0.029556253417044903,0.15135080709499882,0.06709214304218564,-0.10182759662503395,0.010215177125021457,-0.007785601575712498,0.06374401855607215,-0.015149598554999172,-0.06530070912879161,-0.01932254750818863,-0.005797309058794763,0.0637110549155609
FractionCSP3,0.04049815297353689,-0.07429735991631713,-0.04228842408894448,-0.19113802173088534,0.26058430517917486,0.08569573222576071,0.03253194874239906,-0.05955026968941985,-0.00828370313145715,-0.07894792971612152,0.03084693977906065,-0.006521050595760406,-0.013765426075850141,-0.06444508640077198,0.0802211703926829,-0.07192596557747087,-0.021482692171001995,-0.006118949206388562,-0.008731482619161412,-0.027411431389216295
LabuteASA,0.17259633555657863,0.026539820290988374,-0.01392239719007861,0.013944217830886235,-0.006520927224482619,-0.019869873499212792,-0.013124983772652822,-0.028757890248488256,0.026301023101543326,0.003567634970978354,0.0010584068728277786,-0.002287147063700242,0.004258552008708366,-0.010694988386265092,-0.009417433283645988,0.002184393090577982,-0.004318703802411311,0.012728667586917158,0.02365184386978797,-0.017193400175926587
PEOE_VSA1,0.08364819054454775,0.06837940632348426,0.07077940925230057,0.0471865078047683,0.19535030319031776,-0.10102761583313971,0.24031807392717897,-0.01476784495944879,-0.11033432118300907,-0.00016976375530582043,-0.10239955339876404,-0.03803051029616028,-0.003316286010706833,0.01053392455646158,0.041595329222382106,0.09692553906311756,0.026600061839130662,0.1488859885684873,-0.009110463316692644,0.037088422825772134
PEOE_VSA2,0.10616398133455768,0.07124505072211852,0.14396647175688093,-0.09570957040453239,-0.022603534583306304,-0.037037819756208026,0.068548818259976,0.0453624779400682,0.04740939061271714,0.023067770482405145,-0.03262952633138587,0.17295491248170167,0.16829617884134979,0.10552268860872265,-0.04115584770056043,-0.033584504737159605,-0.038003234914431736,-0.2036379708729308,0.18905452739221304,-0.02202983144776843
PEOE_VSA3,0.03457987355624599,-0.17022794082587395,0.042897212522255784,0.014759501171190856,-0.11630740554250792,-0.06440065561451491,-0.1292695906529899,0.008418630795503233,-0.02301648601490346,0.06563535565799598,0.282649386330257,-0.29959937818501836,-0.07534775931916741,-0.11331309370160218,0.1012003909094185,-0.00683272555675596,-0.04566639623559364,0.19713736320952915,-0.136569439775161,0.10003330059165345
PEOE_VSA4,0.021567899172628458,-0.19683534195726737,-0.0802166769731821,0.16275162819695152,0.013834422791892955,0.12998152443312713,-0.07098428670259543,-0.04672257146092124,0.16832851920922795,0.07323863400375875,-0.09844142089297074,0.027633655539744277,-0.024782558597078966,0.14280515728224263,-0.012854259859473263,-0.01172317745758054,-0.09881582097960795,-0.14322352366227772,-0.01737934211290314,-0.020369789446260864
PEOE_VSA5,0.036734299571982654,-0.04717831123885391,-0.0740450388971376,-0.02910349332736106,0.08070484304059299,0.15612932795111437,0.01807431356506403,0.21590128410490297,0.18227253210034747,0.004034155182122086,-0.06699812234307301,0.08055237973152933,-0.02888848997065651,-0.13932680618268223,-0.41654601083539905,0.07989958055953428,0.05974107070264814,0.25904244093167444,0.03675075779294491,-0.11007255861233779
PEOE_VSA6,0.026529673847333703,0.25574430348855925,0.09532416331019468,-0.0318499366057667,-0.05578012141447105,0.05631515051168768,-0.09396569289834436,-0.016538885352485634,0.016634304644015243,-0.03776063449444651,0.010816991841762682,-0.04023706033117575,0.028019567686393545,-0.20235772405981997,0.08961266267101792,0.07139438826343511,-0.012131917935257178,-0.060473415093361946,0.05513828984623427,0.061618080165126
PEOE_VSA7,0.1034842846607158,-0.012738061978335876,-0.050437231330637884,-0.03653012050869148,0.035636152208400794,-0.1342240824694147,-0.19476068069370459,-0.08588096081879903,-0.008547399895471782,-0.1804158989370465,-0.052773526316251256,0.11806721168079164,-0.0955772065688797,0.11748828843662995,-0.05750922213589385,-0.11452183756422674,0.08637580136682622,0.1783687378934112,-0.19225167204634638,-0.15590253012660404
PEOE_VSA8,0.098560537617946,0.01615180555293039,-0.21500014165838147,0.027401084974495005,-0.0006566981463621886,0.09569166666450768,0.1265182596152268,0.0019237387684859456,-0.034989475241534874,0.07203072265329258,0.03521215452641436,-0.03751436406231013,0.06817025259135487,0.14654949733626363,-0.05451280059197021,0.02577381701137199,-0.02478820824149909,0.005005884032104042,0.03971045670550413,0.07757916320890282
PEOE_VSA9,0.09243494015978805,-0.09931240376720779,-0.04648657226692906,-0.00951101429022443,-0.08355263909030335,-0.012514006289538172,0.12571309309210232,0.012402952176609583,0.08097116790099432,0.09039618845201668,-0.09329100851258917,0.1663041609086323,-0.11587823832452515,-0.23461499814909284,0.22817285226108697,-0.16821625886473326,0.04644070099890517,-0.1754299875413876,0.2272039010782223,-0.15762705788770764
PEOE_VSA10,-0.012128870462851968,-0.07758372166032206,0.15723825525858662,0.0760464322150308,0.05275096211313837,-0.24899998326685618,-0.06113905805613763,-0.1749304287879082,0.02199600699069157,0.02575614370478572,0.025681507682536422,-0.15965183819487577,0.036099812165298735,-0.15092271288192347,-0.20966569646936226,0.13368027808190167,-0.01562621483018846,0.06798809460650511,0.06768873737982246,0.025176201159754944
PEOE_VSA11,0.01481653552100174,-0.11911360300934662,0.1435040776030286,-0.07286059505889632,-0.12691401458798449,-0.09151143105790387,-0.023075258304824414,0.03860623337033517,-0.108522048744447,0.041333763506743074,0.07703760611762253,-0.22904125962178248,-0.10278755408191177,0.08145230250443887,0.13715112897251294,-0.18309773789412123,0.127931027205068,0.032375731800408966,-0.03834959609688458,-0.11364938937330023
PEOE_VSA12,0.0792175293521508,-0.023294683588823667,0.08796084623601297,-0.09240640658205732,0.05079042878165361,0.011188198130189704,0.0031509826295567775,-0.021393797105051744,-0.14692852408119816,0.2111007837975998,0.1584580241175494,0.10878390842923656,0.08618972650100029,-0.019684534371731625,-0.31372161491738854,0.2058606966544225,-0.1049592856569984,-0.2203091858649599,-0.3021164069901523,0.1916229737819539
PEOE_VSA13,0.02221517516541309,0.08449569526853185,0.11901243419846215,-0.02016187299926704,-0.006041866116993819,-0.1268334343378238,0.06068926970014924,0.3060394554054373,0.11925666140190329,-0.20946776957283414,0.0011576809141244184,0.025154340728751487,-0.012238623949719996,0.2670074989317714,0.07844139224889869,-0.14595160778778235,-0.14043103190031175,-0.09971512081857578,0.19387196865355377,-0.19918865122668922
PEOE_VSA14,0.05496502120834537,-0.09708598704032928,0.08050679498776483,0.20622992639590246,0.059071723177952236,0.1471768752004728,0.012691431764440663,-0.04701203260095255,0.07988645303318972,-0.1227114244797882,-0.06539172579464236,-0.02433961730661178,0.099895226719431,-0.049977568502753034,0.2741628150411212,0.1404315392850653,0.008076264646953761,0.1773474081031626,0.035145222629389836,0.1262357595330779
SMR_VSA1,0.11325943497889038,-0.12147114897964419,0.1777729045476271,0.07816804627731076,0.010216193461824239,0.07997348101753832,0.038205130209671465,0.02073489945571088,-0.03547539886868243,-0.026557841946496043,-0.0209256788936711,0.02576179500313792,-0.004412660756202101,-0.04630361364181942,0.020450525438509604,-0.01882305086025112,0.046004372215251436,-0.10286548298496336,0.05152454170448767,-0.032484086728444175
SMR_VSA2,-0.09729208164115498,-0.11114553401824769,-0.01377289123066857,-0.03329736889515235,0.02700204009549295,-0.1523055157937786,-0.14767651395653247,-0.22894345449693448,0.05719176710627083,0.2191190149268274,-0.11960276236406472,-0.005652289199986014,0.0014790296981531293,-0.13002848619504986,-0.0422442969277859,0.05644544726078862,-0.03184303852208582,0.10005205090707224,0.11199508819109123,-0.08683790531041087
SMR_VSA3,0.09886193808397953,-0.04690725741153764,-0.1209934314639844,0.035937149544647905,0.07603768664816296,-0.12116100201740657,0.045669836549512545,0.14568526608305632,0.21826183888411163,0.0914611178928915,0.10482992642710845,-0.0032441337918629478,0.10630197416966601,0.054256194649785684,0.009401757417071503,-0.024709358424188952,-0.13268683773349177,-0.00282981122791103,-0.11108970815186207,0.16694207243975404
SMR_VSA4,-0.0137416329882555,0.01862610922497863,0.00907112535328342,-0.012045554554872063,0.24307250488290089,-0.14075035004471617,-0.10948637138566764,-0.15326109800408094,0.018926240421458063,0.028168768050752163,0.09886118491997382,0.1695389593579968,-0.0075537378230013455,0.07224549705113169,0.23840392887402237,-0.10958629495390651,-0.07724733952874355,-0.03319000936292542,-0.15759264094963352,0.12609343935472037
SMR_VSA5,0.10748327978768263,0.007274063358204581,0.07161884804821378,-0.16247115847809268,0.13441558622783342,0.03847627196457384,-0.13799473758950054,0.04031119070902735,0.0905104490024334,-0.15769966091709103,0.022149136340103775,0.007591988570479099,0.029079931272555617,-0.12048742717448731,0.009559893881980818,-0.014550122018921847,0.1253414585411684,-0.02617569233567498,-0.11296213244710337,-0.015374848870795606
SMR_VSA6,0.08106383618093266,-0.036742761686220725,-0.17421851495987895,0.01497403078901323,0.11060865540574544,0.09393700519444047,0.1835863821649795,-0.086793664711333,-0.15610225179613027,0.10915272734492598,0.013456186824619605,-0.08083725515217567,-0.05408449005076255,0.1206933920053162,-0.03710637178489598,0.04502756727212111,-0.11908981718790343,0.09198601194678013,0.25051958304246613,-0.09372961274121158
SMR_VSA7,0.06573960695973173,0.16972437390212333,-0.0013506675508966341,0.14164699810313608,-0.2189544855695829,-0.04082589172601373,-0.0920730540002524,0.062047603227753025,0.00796826931496627,0.030077053291358534,-0.09090408079489759,-0.03855365673889878,-0.004005769279683995,-0.04387826895801588,0.014650695671528827,0.022150059971967742,-0.003820823473332194,0.04720548961619586,0.07796769831983642,0.002103152740112493
SMR_VSA9,0.0077314331682685955,-0.04936759584069115,-0.18973267375153682,0.1911305077721436,0.004376264969448552,-0.09617404784212046,-0.030572329588379816,-0.20300931630831234,0.033740685709969936,0.09024661387271099,0.04410300356581509,0.12076691802915755,-0.036990457802074016,0.0013838792518978216,-0.025124509207606806,-0.11286573240669386,0.008766185428622536,-0.1356027784665742,0.017795704370383095,0.00301034572369424
SMR_VSA10,0.11174791749326636,0.011393526037088835,0.08876942961023324,-0.11681651279859699,-0.17595722972278002,-0.05783235348471653,0.12518963234308603,-0.02784304530770547,0.026451148246640188,-0.05196473182758515,0.028090086930170222,-0.0005826657521795616,0.020015041272721006,0.07833781952019006,-0.11687084413924809,0.05428767272419679,0.0046482935328117335,0.04031237484164996,-0.1539945409671151,-0.003575348172793741
SlogP_VSA1,0.004480561358217784,0.12212441006000743,0.18748373404239543,0.03563447677196629,0.10784127213028263,-0.11097538367141158,0.09355482684507255,-0.13117524852880327,-0.027407043843953743,-0.017371333473813703,-0.13836526734761817,-0.17097377791176374,-0.0947991611705939,0.22249263634214025,-0.06530577758662919,-0.020257209142246328,-0.09367487578964408,0.09855025044044756,-0.06503856702630549,-0.0369569869979143
SlogP_VSA2,0.14455989069132877,-0.06739730438608502,-0.054751061568841596,-0.046042592352144626,0.06404855489900999,0.06259020583531152,0.15993741947046555,0.004143143079329142,-0.08930356342279094,0.10896726367942924,0.04402437855416908,-0.018084229704481036,0.005328969797328867,0.03989505618640798,-0.006841160592552093,0.007336116598020243,0.004034510077556192,0.04457985869530544,0.10688100111187977,-0.006107079955538946
