,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
MaxAbsPartialCharge,0.03721172370905382,-0.07597615553623274,0.04829733254024924,0.2196844415127047,0.11450301400952625,-0.11345019661525921,0.12115758589201041,0.012492301928050953,-0.1565100244813697,-0.1888015330584967,-0.00731803076189011,-0.07817264597969587,0.13726617725880558,-0.08636019195949692,-0.033828616433153186,-0.03792213421372979,-0.01863005415788846,0.209564207044251,0.04488471599261241,0.01156513998189658
MaxPartialCharge,0.048024467520442364,-0.13758791643429483,0.09461400680295091,0.21874166370186265,0.051982676653538964,0.12075532325576128,-0.008627979850748852,0.012579379817628009,0.039428229875507245,-0.1808980889443855,-0.05489069119876924,0.027025497013427158,-0.07370966448458238,0.0002571687687206309,-0.013768567649435237,0.08478047323273773,0.1447153551734096,-0.12391612585139389,-0.026193968455385137,-0.024532893401561423
MinAbsPartialCharge,0.05437824354473714,-0.12109702867639678,0.08915617076849942,0.22518548400529906,0.07266655381389817,0.04348324987208997,0.04042323877869742,0.02711844071291267,0.017869049322779874,-0.18983697938827568,-0.03621713467775259,0.02028732590654681,-0.07538697413345806,-0.03809942325965804,-0.04046061430760314,0.13134080608264975,0.16177237705493905,-0.13124023311849586,-0.015494249392772653,-0.040318548244458685
MinPartialCharge,-0.03508758609606375,0.031859619637864614,-0.025006013232689354,-0.18076806198182918,-0.12328134569102223,0.21285431115397982,-0.17109719687465683,-0.026612848109331448,0.17691789123804694,0.1603175701168893,-0.02273474160534438,0.08478760003714739,-0.13713227244762788,0.12501063961753622,0.06040354118872959,-0.005887670895779351,0.01889033552482882,-0.20552781131920222,-0.05812628341129533,0.0038192273771633922
BalabanJ,-0.10267109569588113,0.03439042219751585,0.14074941830303234,0.028327162865198676,0.011079409869857785,0.1364797947731319,0.025452756393460552,-0.13396654925359847,0.156788885503339,0.019092914223328088,0.21693578694103333,0.07090518424652034,-0.023230134664603802,-0.04367072304359787,0.008618254298170008,-0.06061181153585675,-0.16126810187526044,0.08520527203547591,-0.011691727440547122,-0.028862867889554222
BertzCT,0.15542437660176528,-0.02608584481313843,-0.03536108496309917,0.06281550773691943,-0.11933577217408571,-0.07759535947465768,-0.05163297959422634,0.013104893270721727,0.028828679374668164,0.06167467161621557,0.01791277618785758,-0.0066607139079004375,-0.0017012900993250285,0.03357247249999551,-0.018120217404934802,0.0310394328669001,0.0039525186828921755,0.0042386204602965355,0.062025453621945115,-0.017413408091316418
Kappa1,0.16838407928159344,0.030714539549397613,0.035250674710485166,0.03386310687397942,0.029773831197526177,0.029855413949422014,-0.009877954724838763,-0.056090399168323264,0.05250758934578545,0.006655947714789053,0.041349958618353846,0.003176088602991099,-0.0034527678535296313,-0.03556987551939267,0.008805814763929304,-0.019606431814331804,-0.03983428748979578,-0.00026963716747829825,-0.03851784855229873,0.013445410309112338
Kappa2,0.14483836620055723,0.1212528505859647,0.02119755245096179,0.05280046948679259,0.08939126058895916,0.03479828333778539,0.026249481754185386,-0.047685044178913276,0.03994927845024708,-0.0005494235350686031,0.05039578418401899,-0.0034469641433466725,-0.014207975550522943,-0.11785927922309751,0.033622066527261726,-0.06676428120338962,-0.05826388395852796,-0.04890129764220347,-0.08537463549989256,0.09130922741570797
Kappa3,0.11076384226090576,0.1411985185349094,0.07775632916472582,0.07034279422340486,0.12395926670387863,0.09878051134313319,0.023096515785921014,-0.095605302462081,0.08311097195895757,0.011922569659819726,0.11559390535001339,-0.04570511047520591,0.017789206239633527,-0.15550285631630067,0.0013750983669286593,-0.05803367384712238,-0.10672869690298153,-0.06103053014725715,-0.07825547832615225,0.04472446709751918
Chi0,0.17164646503474545,0.009974571747948512,0.019075122315392348,0.038795239622569644,0.004218579657451848,-0.01006089926628686,-0.027151682160364336,-0.031652269452128366,0.03564984590721357,0.018923207325723307,0.012537303917115758,0.004539750439503571,-0.014258490175684115,-0.003826990278398449,0.001494601167276708,-0.0022695513311619675,-0.016833097916975598,-0.003207644541080079,-0.013499690170338169,0.013241659705316655
Chi1,0.17170347966602081,0.019305407166886373,-0.019061080733547658,0.033439390517688294,0.0061875396479456396,-0.032891162121794014,-0.027162146764688394,-0.004574786505035987,0.011226000927487125,0.015556741533944278,-0.012914079821938226,-0.0003629523209653731,-0.014974078510406153,-0.010071664261412247,0.00522112775519482,-0.00631947707374414,-0.0012494079574437156,-0.018919074928763102,-0.012018152119739625,0.03943167599269412
Chi0n,0.16934514047695834,0.04086900363063172,-0.021009163736650512,0.02180466197156479,0.05283244460942346,-0.014577953581668865,-0.029722107988556835,-0.018682712157250723,0.013769963345715864,0.008607055537386494,0.03693041833640694,0.004125061831156299,-0.02193972533911355,-0.014813033430926919,0.003910555508699522,0.004790810193232714,-0.01412442784159243,-0.000690475425811854,-0.03158771475426215,0.006824068462110228
Chi1n,0.1677874472305636,0.03513710016231554,-0.04729710803688609,-0.00726048842434761,0.06224855993653673,-0.017620454482827237,-0.04340593227822672,0.003108524620672669,-0.012335931785419146,-0.011935312941878823,-0.0024208453681067465,0.009167221778069348,-0.02053546710562666,-0.015568858534028382,0.009887548604065016,0.008443784492436185,0.004426292550315417,-0.009123843267378945,-0.018756667278480847,0.02114812395732281
Chi2n,0.16601890144536027,0.01484537905378628,-0.03701830645168023,-0.037883124560306694,0.06716807856928735,-0.020122578368315075,-0.06717643191561443,-0.024394257557104004,0.005222553102941652,-0.009214264264900565,0.002973094692208635,0.0015157868387375545,-0.021727296692596106,0.009700578303227111,-0.012703492216146483,0.048175338722022405,0.012600755848917157,0.013686969919985772,-0.01587774512344667,-0.03163402066971202
Chi3n,0.1592885427541875,-0.022858518628904197,-0.0770607676792989,-0.0686087080008002,0.04680260320788261,-0.03881041520502906,-0.07030465062365232,0.01866702891688111,-0.04938883913933075,-0.023555994746176163,-0.06419181142485424,0.026528131534624664,-0.004420998887102727,0.021197610069227196,0.006087479919996981,0.04441720754848911,0.04205839035224351,0.012784445935467395,0.025406012670224104,0.008694181087768838
Chi4n,0.1537490200839198,-0.028124892145869933,-0.10020490270712275,-0.06503722470973171,0.04982331344497204,-0.02548563801271279,-0.06745955853653864,0.038069543917604844,-0.06612514374613362,-0.018799012693624766,-0.06753809432401787,0.03523245559601343,-0.009468379119312241,0.03263380011884144,0.01184774175005601,0.038646269486762565,0.051219183411503555,0.03113448186627948,0.0351167467769611,0.02002408303844858
Chi0v,0.1719857644135823,0.02983050154716812,-0.019906221771220166,-0.002700292345215196,0.006984339304486126,-0.002893720554544445,-0.008534653390343249,-0.03312909208980665,0.027671304943352404,0.002007984781848894,0.037845558000078564,-0.010779634016116316,-0.00028461601155390623,-0.011716989675244914,-0.016512105107431934,-0.005827791310810642,-0.015117012479911797,0.012255485588985838,-0.03209313332915709,-0.02342462882732678
Chi1v,0.17010379829557942,0.006703065052931618,-0.035231461301711633,-0.04030708637138419,-0.0028038917369235285,0.032933155398439704,-0.025974061726507926,0.002159062922174316,-0.006366402077812527,0.014480475818450394,0.02713275071906502,-0.03579490876601315,0.03405314095148684,-0.03070807711000845,-0.020643230999030447,0.0016058861621375828,-0.023193128208546,0.018688012913398694,-0.017150607059478445,-0.03262645336652084
Chi2v,0.16447958005430222,-0.022817809861983417,-0.014337188602499771,-0.0789059783190808,-0.027494561931529972,0.036137519150764005,-0.040010644593955695,-0.021798870057729722,-0.0026103404100216846,0.024879627987868778,0.03531600487987642,-0.056081199436952694,0.042854263872257235,-0.013501848346059954,-0.04134078975576126,0.030730204207311186,-0.017777071610954612,0.039703303671479104,-0.024420106593564653,-0.08937430761486934
Chi3v,0.15550103162233175,-0.06148075937159852,-0.034230644805590286,-0.11240033347497276,-0.05397878321349314,0.008961755976755506,-0.03899467086055569,0.01344064607747152,-0.05523876613452151,0.009069411888035235,-0.02433938944962447,-0.036651701044499586,0.04663953379298901,-0.0019560508395486927,-0.016384482087158894,0.02396398764592944,0.018388562174780698,0.026001936403146374,-0.019735036108557417,-0.05761959906790762
Chi4v,0.15069283782576884,-0.07387872634993571,-0.04195243750522361,-0.1167585667056205,-0.05366992206599002,0.018707628695624968,-0.037225254665831375,0.03026365010035578,-0.06943195379048359,0.013094368431944182,-0.03239437659024716,-0.03422562514269522,0.0414784577305067,0.009144530443043477,-0.020212041937621963,0.009840856288781626,0.03641434768428621,0.02952831869533902,-0.03529189277420482,-0.05368396846576677
NHOHCount,0.02903070350386625,0.1879727269374979,0.1504150511612534,0.010388075445756042,0.08923756269465237,0.020913057494338246,0.101029249354864,-0.0077164058747535985,0.17427475388786187,0.058242627919846864,-0.2094265314811264,-0.0670768883844506,0.18380245330383704,0.11134656651680891,0.066451171386406,0.1036825186588062,-0.007413107818382144,-0.02990331258880431,0.09423383663302204,-0.1509705399215863
NOCount,0.1380116795346517,-0.018313735974508503,0.08253462061989682,-0.027583973464835754,0.06026527891219635,-0.1260166789256432,0.1398285334043449,0.09392868856111364,0.03304598208120466,0.156810447753029,0.06084277343873201,-0.09628274713916421,-0.030285288759074117,-0.01739102223561768,0.037897637091634344,0.04605896156301472,-0.028081927895930996,-0.04883465840878145,0.05495538415312556,0.04660890896930947
FractionCSP3,0.04049913730860053,-0.07649613839598002,-0.03205236399509999,-0.1907079339156163,0.2621408656673526,0.0828468788369518,0.030674467911823343,-0.056255438896531035,-0.010781445428732132,-0.08081909803473646,0.025609050327847542,-0.0039111261632636726,-0.01927550796165892,-0.07662801868781645,0.024489314516558374,0.08717352905114643,-0.05566081051192429,-0.006936380498170374,-0.0002545837190095629,-0.025675730562884986
LabuteASA,0.17260741223941944,0.02456846969900672,-0.016915071239041554,0.013893991697505076,-0.006839153641163922,-0.019806786424874302,-0.012695132303167732,-0.029323892540841206,0.02608725322778232,0.0028435060172091495,-0.00012222245942988792,-0.002052201191409443,-0.005882903646927675,-0.007913925917897203,-0.007647338258530121,-0.00898478895659955,-0.0021043751995735286,-0.007160586610705835,-0.02116251827449983,0.010823556134896944
PEOE_VSA1,0.08366885937315216,0.0768003447382638,0.06307362519492914,0.047256382426593316,0.19294021538469253,-0.10323186370784249,0.23963286881085302,-0.009489774428442378,-0.11233686393758442,-0.00683094474461743,-0.10057523814819197,-0.044432623999127334,0.006612996700565747,0.006156216386644179,0.02260675634964466,0.008550829405588887,0.14024344236969893,-0.07972797551541162,-0.08384060702394648,-0.0242484620842929
PEOE_VSA2,0.1061691904061328,0.08649915417597,0.13421157099053962,-0.0959229335820685,-0.02471026962573029,-0.03812826928307303,0.068211907775919,0.0470206022145031,0.04764097804101739,0.018271618276815064,-0.04801958366895357,0.17157498591892212,-0.12743621553158055,0.15063656674117556,-0.011730114976513585,-0.04811749419880973,-0.12331992734989136,0.100148420995466,0.07512489828326349,0.21343174744785642
PEOE_VSA3,0.03455079611435589,-0.16432418651016023,0.062135363273455535,0.014730838351307365,-0.1142833264497968,-0.058471277331932206,-0.12512494445889255,-0.00307992205383369,-0.01771698033554895,0.08935274044582077,0.29893667959539955,-0.2810311498605517,0.02302903113466403,-0.1380250288653356,0.013204214269372525,0.11463025592015494,0.07971443831240235,-0.16965878410736057,-0.031831090283245315,-0.08712340955868333
PEOE_VSA4,0.021550856500227117,-0.20373345659396497,-0.05654674415586787,0.16304896576183217,0.01689904776782837,0.13042461696216356,-0.0720003274984186,-0.046843249144547155,0.16696939915589343,0.06301352059796117,-0.1094511707653179,0.0220347080546542,0.03712633488354219,0.10967452449414422,0.09156420687212616,-0.05708022941069071,-0.11390221924797952,0.009496154607260672,0.11378221095840596,-0.002031394783312483
PEOE_VSA5,0.03674633565625808,-0.05398531702413773,-0.06737087929593032,-0.028831012271270762,0.08294207931976769,0.15523319663267535,0.015619799442142715,0.21473737943862783,0.1845121734712859,0.0033445557398571993,-0.0549525724118429,0.0733974830799931,0.08795956968431164,-0.05997305992125988,-0.31158730756585507,-0.29265041154147653,0.092832531864497,-0.0728471206166694,-0.2422099286363003,-0.04819042867076193
PEOE_VSA6,0.0265617162992636,0.26380525342585054,0.06465127264042986,-0.03222867243505531,-0.05903522751662529,0.05153039645290911,-0.09610691652288032,-0.013471112070579222,0.0146831510241232,-0.04210914056549296,-0.002462305357872722,-0.037502353474768525,-0.1041090923865806,-0.2038592188456134,0.01312627170257532,0.017175511608871444,0.038752804510604345,0.011073893101763772,0.046885349471247256,0.08640131036044281
PEOE_VSA7,0.10347331344629959,-0.018563049927403947,-0.048701791649107484,-0.0364561731191122,0.0351091999641581,-0.13437889997028923,-0.1921309686508035,-0.08712616465485616,-0.009235280688089745,-0.17773832793998834,-0.022067146996462034,0.11055868168878648,0.17078964010880351,0.11960702685920423,-0.05889181494349718,0.0658127389573074,0.016069948999296174,-0.020052438668802828,-0.1163868167583166,-0.29349525417078753
PEOE_VSA8,0.09858582738263309,-0.007875827875571657,-0.21482773472071065,0.027573296868165682,0.0019110361123991792,0.0980269720078705,0.12566271800417875,0.0018357909072406892,-0.03488654858766362,0.07332499719537325,0.028396492372768267,-0.0346215956503083,-0.0377188116486475,0.15320093588989692,0.027263170159748832,-0.06496953802881497,-0.007140321486095174,-0.019345157692775193,-0.008143974089690597,0.06513767163825558
PEOE_VSA9,0.0924189199635552,-0.10462413006463585,-0.03522832524103069,-0.00953060459067049,-0.08243679290110353,-0.010284724124592914,0.12571460996211078,0.013691291799312826,0.08043094289798239,0.080606635506176,-0.11498538818641936,0.16104986885331699,0.02986463508958454,-0.2774736929530771,0.05900101083565177,0.22332658294701435,-0.14679760595834337,0.1647269196579395,-0.017568715593241267,0.14677528672628695
PEOE_VSA10,-0.012149504021104094,-0.05938328917044929,0.16500963394929058,0.07595462086007161,0.05049260762528656,-0.2476132055430504,-0.056616636104834514,-0.1795025565562042,0.02224806405071568,0.027483347176074813,0.03502279611767623,-0.15707250297130826,-0.03895040712166726,-0.10187669831879186,-0.15633654499907382,-0.21028644243289354,0.07274681634078636,-0.049427129064251604,-0.06332793882639631,0.062407307588476124
PEOE_VSA11,0.014790853274554268,-0.10270486020810723,0.15571899194726016,-0.07307290445520827,-0.12659639964226732,-0.08723026390458419,-0.02019139957951663,0.03284153906626388,-0.10454096018361303,0.05497802412913439,0.10593942597055094,-0.22515541594395178,0.1224214599883664,0.050364159776167566,0.046426472227648355,0.23406401239091335,-0.024479385002893796,0.08726947777931592,-0.040887994152474676,-0.05445137020902299
PEOE_VSA12,0.07921934875217088,-0.012559408837673085,0.09041514487722882,-0.09239716673464451,0.050898354104981905,0.01165285731531115,0.0036839702845334844,-0.024395091447487523,-0.14413383043678504,0.21847735954640032,0.12733264204431854,0.12092880168795114,-0.08531267862511095,0.018353597570416578,-0.10563459184230972,-0.37482582615162346,0.008746168943184331,0.007140594740405348,0.32615484961027064,-0.1467323254418704
PEOE_VSA13,0.022204916676395275,0.09624473342564605,0.10742021183657592,-0.020352932646615744,-0.009677734672058482,-0.13017335259875218,0.059814409389177,0.30818238735473397,0.12106573533381419,-0.20544938757193512,0.017521372414821018,0.02412986238356806,0.03141067840408502,0.21042144936126128,0.1875651405880836,0.04550513713544069,-0.24809349747460943,-0.003825792242213499,-0.047608498019611825,0.08780039809781988
PEOE_VSA14,0.05496843543453216,-0.08627964314825076,0.09166848126620622,0.20635401160382005,0.05978537886045864,0.14478907260481427,0.009916839082795165,-0.04179690243605653,0.076041052507289,-0.13148400571342195,-0.06743962665011917,-0.027662139100570842,-0.12657525515984824,-0.04246491581833182,0.08470609144294558,0.18677719574818819,0.24254707130914918,-0.14884354075471307,-0.03243229427704171,0.11779836053241208
SMR_VSA1,0.11325271890857103,-0.1000244107189357,0.19064753208736207,0.07813270116229122,0.010326746386899528,0.0789096770780961,0.036548393461083066,0.023811423242844344,-0.036166068712609765,-0.02892845171928489,-0.02361184517780204,0.024879059990872157,-0.008898324861559054,-0.04686437098482077,-0.001310789747564785,0.01714762045019129,-0.024827530262579632,0.09802933518497564,0.035709798421669575,0.051467964519465836
SMR_VSA2,-0.09731928930851556,-0.11226443098318122,-0.0009797453500307086,-0.033260206483713056,0.026904825093621357,-0.15152163471826421,-0.14434712773267688,-0.2325254139036726,0.05670050397323279,0.20733719961453523,-0.136330996493967,-0.011375337708580223,-0.018133799696888248,-0.1114235068014102,-0.06437961527031627,-0.05334947165916903,0.03670378351431145,-0.07391456661185208,-0.11104481077586617,0.05410233643030444
SMR_VSA3,0.09885656749338487,-0.05985014514885674,-0.11442517200733252,0.03618487159952772,0.07671278433818024,-0.11859998471916065,0.048156226780948615,0.13782173580139773,0.22238589833148462,0.09918405386477128,0.09957386625705344,0.0033060871498776377,-0.08974719784609826,0.08132895747484979,-0.007720245362876576,0.01612756409571717,-0.05166610359041797,-0.11882277866586384,0.11148896073027112,-0.011053842742381356
SMR_VSA4,-0.013743751327311277,0.02107474290854232,0.007807443839216726,-0.011717983447313101,0.24179812365238312,-0.1420667018345377,-0.10665269708643585,-0.15664266109470998,0.01882355392638273,0.03134464960965789,0.0834743856036606,0.17603845718801883,0.0027259506417791606,0.04538339633964043,0.10785911933731357,0.24843225119112272,-0.03347046793645975,-0.07789541773546693,0.1763347124917535,-0.0071393367279046945
SMR_VSA5,0.10748783986948153,0.016067549114970534,0.07073518248474574,-0.16239203612535827,0.13373711835961813,0.03415468434305504,-0.13930666545076384,0.04122577763746914,0.08986727324027885,-0.1565570088265266,0.03238427905749351,0.00813963665189843,-0.03611681653460922,-0.08934051585752788,-0.07993589802328903,0.05166568814021344,0.061667185951977906,0.10047314558624278,0.03700984593904619,-0.10624501400824227
SMR_VSA6,0.08108032770953016,-0.05510216829633924,-0.16781457405340436,0.015275969262129034,0.11296365016742896,0.09458542826910128,0.1819268422155546,-0.08308035724949395,-0.15808105146789578,0.10565251133333908,-0.005746311269265201,-0.07738729852663866,0.023994179979956443,0.05933026104243873,0.13740118411154048,-0.1233540401306662,-0.07562681274443753,-0.10076358522907218,-0.19859709429015088,0.11722893633945551
SMR_VSA7,0.06575777226035542,0.16629981416631306,-0.022149735654006,0.14119937716357223,-0.22115932527902046,-0.041056089969553386,-0.09180274043565466,0.06148093715583896,0.00892431616927299,0.02750365823442051,-0.08264648830612152,-0.04484673679432738,0.006859339397236994,-0.03524556366736111,-0.021951959886543363,0.010635474755590308,0.03173755093999892,-0.029723782488562875,-0.0523761155908026,0.06905979398124765
SMR_VSA9,0.007733223347254067,-0.07026006113274441,-0.18232885861209008,0.1913345153486808,0.005951668295915095,-0.09191777951612924,-0.026985878235649536,-0.2077223638252792,0.03334247299950156,0.09053535205255847,0.03210703865587953,0.12334929594606607,0.04304712731130677,-0.001858857629482026,-0.02122594286491091,0.024417849465491834,-0.12295033179592373,0.09781834351342956,0.06904102830124308,0.03848332280277077
SMR_VSA10,0.11174118504015984,0.020137877263355072,0.08597309483405512,-0.11712583785607007,-0.1762078929172769,-0.05332998416717228,0.12702882206875715,-0.029414904451013132,0.026688502403116755,-0.04835463306801315,0.03973309774576505,-3.519358453787343e-05,0.02570088287312515,0.10056857315036695,-0.05692714496803561,-0.09086411189855077,0.0580492288757231,-0.03594056589253816,0.04724768709241734,-0.12569500516252455
SlogP_VSA1,0.004499679098416608,0.1429413195657358,0.1723965499985516,0.03548719547558141,0.10441974167975737,-0.11263190666467261,0.09437431231041503,-0.12879078532902755,-0.02992986446677415,-0.024518112402009427,-0.11685151054811903,-0.18062075798878294,0.1567753650000536,0.19048199420861597,0.047152495011263895,-0.039728714032631327,-0.03247712726028733,-0.12814503194394475,-0.01788163954675547,-0.061579285643255356
