ID,MolLogP,HeavyAtomCount,HeavyAtomMolWt,HAccept,Heteroatoms,HDonor,MolWt,MolMR,RotableBonds,RingCount,Ipc,HallKierAlpha,NumValenceElectrons,SaturatedRings,AliphaticRings,AromaticRings,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,MaxAbsPartialCharge,MaxPartialCharge,MinAbsPartialCharge,MinPartialCharge,BalabanJ,BertzCT,Kappa1,Kappa2,Kappa3,Chi0,Chi1,Chi0n,Chi1n,Chi2n,Chi3n,Chi4n,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,NHOHCount,NOCount,FractionCSP3,LabuteASA,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SMR_VSA10,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,EState_VSA10,EState_VSA11,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,VSA_EState10,IC50,pchembl,smiles
CHEMBL1076795,4.017200000000003,44,613.4970000000003,8,14,0,656.8410000000002,165.92679999999956,11,5,5030645892.13909,-2.13,244,2,3,2,1.0681818181818181,1.8181818181818181,2.4545454545454546,0.41698680693202833,0.41698680693202833,0.3396066032043238,-0.3396066032043238,1.3382173419889978,1438.0826353578473,33.23952094784129,13.697362297246325,7.801786548170126,31.647689123196077,20.807700219369096,25.77441923890345,15.35648517075661,12.321032181471988,8.876620743702542,6.481238708356884,27.407412400758904,18.190395349674606,15.440219990477138,11.161796073303831,8.493699289470687,0,9,0.6666666666666666,262.32337063167927,14.699729192551434,9.476340119217006,8.417796984328938,22.575142942621728,11.761884949391115,6.06636706846161,58.45612099989421,92.16594697689503,17.51314867005686,0.0,0.0,15.930470882759089,0.0,6.176298517443475,26.38357931142522,0.0,28.78542992729389,0.0,68.72806537149043,65.37250519108801,35.01993218362728,11.257379486545457,27.692355832150206,0.0,114.52475266121034,40.50446128967404,0.0,48.9249390928725,23.094584680902603,0.0,11.257379486545457,13.171245143024459,0.0,11.761884949391115,21.763041162548056,17.347419610781856,55.52798638602996,69.1860586703614,28.389237192660364,6.06636706846161,23.677056631350045,9.799819461700956,5.098681808301038,26.38357931142522,0.0,69.94375147830101,18.702465290481108,4.909145092137967,2.1578095940771447,0.7814456966213543,4.481353579585152,1.6318911964708505,5.411176947697676,0.3127748564289399,1.1681862681987947,1280.0,5.89,CN(C)CCSc1cc(ccc1C(F)(F)F)c2nn(CCCN3CCC(CC3)N4CCCC4=O)c5CCN(Cc25)S(=O)(=O)C
CHEMBL1076796,3.922400000000003,54,743.5789999999998,10,17,2,791.9629999999995,201.8647999999995,13,6,689588754780.5566,-3.6399999999999997,294,2,3,3,1.0555555555555556,1.7777777777777777,2.4074074074074074,0.4169868094922755,0.4169868094922755,0.3898569487013527,-0.3898569487013527,1.1755590121704613,1930.361460393822,40.03537129539911,16.612397850729995,9.410759482144009,38.78551732470076,25.578557167198188,30.809525689628845,18.217604414035765,14.433163203900634,10.38000536326211,7.517968834859476,32.442518851484294,21.051514592953755,17.55235101290578,12.686730652260263,9.27811809661758,2,12,0.5405405405405406,318.2510249879876,25.12304519139847,14.270877303288827,8.417796984328938,22.575142942621728,11.761884949391115,6.06636706846161,55.660667279547695,117.51212870862997,30.161871463717738,0.0,0.0,15.930470882759089,5.907179729351506,6.176298517443475,36.28464389033775,0.0,29.202308800449742,0.0,68.41121013631273,70.27241492193849,64.84885194917072,11.257379486545457,39.28692183618527,10.216698334856808,126.74251644230037,40.50446128967404,0.0,52.86210614571531,47.360052954749044,0.0,11.257379486545457,18.858631417708022,0.0,11.761884949391115,27.867007550296357,54.68356299376583,41.77068212170404,74.36206955741191,16.437950128219455,16.814537072068404,36.027897563978556,10.216698334856808,5.098681808301038,36.28464389033775,0.0,70.81207801344061,30.94227458385573,18.823312272715327,2.6522265559321836,0.05189970367490515,11.012569324427929,-0.7970704302308613,3.1675424008463104,0.20443751171558366,0.9640633969556134,530.0,6.28,CN(C)c1ccc(cc1)C(=O)NCCSc2cc(ccc2C(F)(F)F)c3nn(CC(O)CN4CCC(CC4)N5CCCC5=O)c6CCN(Cc36)S(=O)(=O)C
CHEMBL1077193,4.265280000000003,21,258.21899999999994,3,3,0,279.38700000000006,84.87800000000004,3,2,45564.947327007336,-2.2099999999999995,108,0,0,2,1.1428571428571428,1.9047619047619047,2.5238095238095237,0.2324978950003708,0.2324978950003708,0.2240075545880699,-0.2240075545880699,2.5105546600299626,675.5932862487961,15.18403121354311,6.05053824746421,3.6646402779176594,15.457819157813608,9.935201515867599,13.1426056948211,7.327411634765261,6.260737038715836,3.409695347416097,2.22461276554831,13.1426056948211,7.327411634765261,6.260737038715836,3.409695347416097,2.22461276554831,0,3,0.3888888888888889,126.23990988409561,0.0,0.0,9.967957041894417,5.261891554738487,0.0,52.31487162707333,29.531997720943004,11.257379486545457,5.693927994848461,6.069221312792274,0.0,5.824404497999927,0.0,0.0,0.0,5.261891554738487,9.967957041894417,0.0,45.95158251401129,0.0,47.41361932685343,17.32660079933773,0.0,0.0,9.967957041894417,11.83581209232279,11.33111286753076,51.19755440623388,30.33183534230805,0.0,11.257379486545457,0.0,0.0,0.0,0.0,11.239394967396706,0.0,29.792950727245938,5.563451491696996,0.0,18.19910120538483,55.8648612903724,5.261891554738487,0.0,0.0,0.0,8.621433413643235,9.110464695137313,4.150021717792056,0.2473256802721091,12.411923697719827,1.8675736567775258,8.674590471991266,0.0,0.0,191.0,6.72,CCCc1cc(nc(n1)C#N)c2cccc(c2)C(C)(C)C
CHEMBL1077194,4.128680000000004,19,234.19699999999995,3,3,0,257.3809999999999,75.80200000000005,3,2,23038.010102253113,-1.4300000000000002,102,1,1,1,1.1578947368421053,1.8421052631578947,2.473684210526316,0.23216676489342108,0.23216676489342108,0.2240299717891972,-0.2240299717891972,2.205155879832062,439.7975346190978,13.989202951819792,7.230703752297971,4.02289745968852,13.501789232183626,9.33002980034506,11.860302355558057,7.611216145241882,5.511598238414785,3.928593486437956,2.9138229324469744,11.860302355558057,7.611216145241882,5.511598238414785,3.928593486437956,2.9138229324469744,0,3,0.6875,115.6367529820888,0.0,0.0,9.967957041894417,5.261891554738487,0.0,45.448666937246685,25.328831937239638,17.305762035858315,0.0,6.069221312792274,0.0,5.824404497999927,0.0,0.0,0.0,5.261891554738487,9.967957041894417,0.0,70.62903785218613,0.0,23.27862755615846,6.069221312792274,0.0,0.0,9.967957041894417,6.4208216229260096,11.33111286753076,81.42047671695697,6.06636706846161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.74231054416132,24.229499235548943,44.94575136048208,0.0,0.0,29.02728262283892,5.261891554738487,0.0,0.0,0.0,8.764073601662886,9.078635204081632,2.141675406273621,0.8833477418745272,4.246533131771227,11.076564732565814,2.1425035151036234,0.0,0.0,2239.0,5.65,CCCc1cc(nc(n1)C#N)C2CCCCCCC2
CHEMBL1078411,2.18398,22,294.274,4,5,2,311.41,86.28510000000003,5,3,155877.1511546745,-2.1599999999999993,112,1,1,2,1.4090909090909092,2.1818181818181817,2.8181818181818183,0.3359216355169756,0.2380465258423816,0.2380465258423816,-0.3359216355169756,1.6431007145398158,692.4490591739382,14.763801473252023,5.914587762935279,2.889985559118045,15.579139501373252,10.643795616318005,12.028776699886667,7.206544851625843,5.629781155257696,4.0465097424625895,2.6911373207402844,12.845273280814393,8.086197662880737,6.662026337619448,4.945226206523466,3.4559828893276245,3,4,0.29411764705882354,133.12147890535277,11.050456081168516,4.794537184071822,0.0,5.261891554738487,11.336785877934737,36.39820241076966,23.43070295355053,17.215874862788702,12.111062141940234,5.538925252383345,0.0,5.907179729351506,0.0,0.0,4.794537184071822,5.261891554738487,5.316788604006331,5.733667477162185,30.34031537354472,0.0,58.28523093509548,6.069221312792274,17.243965607286242,11.050456081168516,17.487945810882813,11.21535880699783,11.33111286753076,22.779326354485697,47.844632249697185,0.0,0.0,0.0,0.0,11.336785877934737,11.580766081531305,11.8250857755129,12.841643245852019,10.440598685398296,0.0,11.336785877934737,47.844632249697185,11.386009916798605,5.733667477162185,10.056428738810308,0.0,0.0,13.351270332334547,14.290914443709582,6.247137266943815,-0.20373249454102615,15.339154595996904,1.1448289084152177,0.0,0.0,1.580426947140962,5900.0,5.23,N[C@@H](Cc1cccs1)C(=O)N[C@@]2(C[C@@H]2c3ccccc3)C#N
CHEMBL1079000,3.986580000000002,21,279.17999999999995,3,6,0,291.276,71.18000000000002,3,2,45564.947327007336,-2.419999999999999,108,0,0,2,1.1904761904761905,1.9523809523809523,2.5714285714285716,0.41593217951247646,0.41593217951247646,0.22400755458754318,-0.22400755458754318,2.5105546600299626,687.2936898384664,14.978146573445839,5.916481001116042,3.568648713923441,15.457819157813608,9.935201515867599,11.27649911384878,6.394358344279102,4.508496107758471,2.8709967789856465,1.9344292416930038,11.27649911384878,6.394358344279102,4.508496107758471,2.8709967789856465,1.9344292416930038,0,3,0.26666666666666666,119.64168974968449,0.0,0.0,9.967957041894417,18.433136697762947,0.0,25.477292959539852,24.619922828310838,11.257379486545457,11.257379486545457,6.069221312792274,0.0,5.824404497999927,0.0,6.176298517443475,13.171245143024459,5.261891554738487,9.967957041894417,0.0,25.941678962986117,0.0,47.41361932685343,17.32660079933773,0.0,0.0,9.967957041894417,12.597120140369483,11.33111286753076,30.426342807162015,30.33183534230805,0.0,11.257379486545457,13.171245143024459,0.0,0.0,11.73975000914047,5.824404497999927,23.372129104319928,18.55355575984923,12.13273413692322,6.06636706846161,12.992958512482897,9.967957041894417,5.261891554738487,13.171245143024459,0.0,38.231998236852135,8.031864252645502,8.930464695137314,0.5581492766859835,-0.033924319727890895,8.352354536722096,-2.944026124338624,1.9564527793568196,0.0,0.0,41.0,7.39,CCCc1cc(nc(n1)C#N)c2cccc(c2)C(F)(F)F
CHEMBL1079099,3.986580000000002,21,279.17999999999995,3,6,0,291.276,71.18000000000002,3,2,45734.282603835636,-2.419999999999999,108,0,0,2,1.1428571428571428,1.8095238095238095,2.3333333333333335,0.41591023464055255,0.41591023464055255,0.22400755459744906,-0.22400755459744906,2.415562277876626,670.0436898384663,14.978146573445839,5.916481001116042,3.568648713923441,15.457819157813608,9.935201515867599,11.27649911384878,6.394358344279102,4.505041784064521,2.8933258783549065,1.9095513419232613,11.27649911384878,6.394358344279102,4.505041784064521,2.8933258783549065,1.9095513419232613,0,3,0.26666666666666666,119.64168974968449,0.0,0.0,9.967957041894417,18.433136697762947,0.0,25.477292959539852,24.619922828310838,11.257379486545457,11.257379486545457,6.069221312792274,0.0,5.824404497999927,0.0,6.176298517443475,13.171245143024459,5.261891554738487,9.967957041894417,0.0,25.941678962986117,0.0,47.41361932685343,17.32660079933773,0.0,0.0,9.967957041894417,12.597120140369483,11.33111286753076,30.426342807162015,30.33183534230805,0.0,11.257379486545457,13.171245143024459,0.0,0.0,11.73975000914047,5.824404497999927,23.372129104319928,18.55355575984923,12.13273413692322,6.06636706846161,12.992958512482897,9.967957041894417,5.261891554738487,13.171245143024459,0.0,37.60964859505173,8.114492787855884,8.928642835973283,0.9782591778995557,0.02393325617283959,8.27507283005795,-2.824845713716565,1.978129564038655,0.0,0.0,1259.0,5.9,CCCc1cc(nc(n1)C#N)c2ccc(cc2)C(F)(F)F
CHEMBL1079100,4.639980000000002,22,314.6329999999999,3,7,0,325.721,76.19000000000003,3,2,65256.755461530665,-2.1299999999999994,114,0,0,2,1.2272727272727273,1.9545454545454546,2.5454545454545454,0.41736480815739435,0.41736480815739435,0.2240075545873671,-0.2240075545873671,2.567618005487354,735.7881355778086,16.244141702266685,6.323357649228417,3.546207201697412,16.328062645816686,10.345885118390557,11.577113317668381,6.500007247450382,4.622316982029639,2.952859915243063,1.981417916630058,12.333042263686837,6.87797172045961,5.029517108770245,3.2824481362831084,2.2061093251667843,0,3,0.26666666666666666,129.94495597656615,0.0,0.0,9.967957041894417,18.433136697762947,0.0,31.01186578131076,24.619922828310838,11.257379486545457,16.280012800286784,6.069221312792274,0.0,5.824404497999927,0.0,6.176298517443475,13.171245143024459,5.261891554738487,9.967957041894417,0.0,25.941678962986117,0.0,46.36988557213314,17.32660079933773,11.600939890232516,0.0,9.967957041894417,12.597120140369483,11.33111286753076,30.426342807162015,24.26546827384644,5.022633313741326,11.257379486545457,13.171245143024459,0.0,11.600939890232516,11.73975000914047,22.10441729828671,12.114749617774471,12.487188691387619,12.13273413692322,6.06636706846161,12.992958512482897,9.967957041894417,16.862831444971,13.171245143024459,0.0,38.7611649035188,8.009938687151816,8.578093295960361,0.20697360271269027,-0.06531604308389993,6.959972464551665,-3.1348320228297086,1.942338913424772,0.0,5.602777309704617,28.0,7.55,CCCc1cc(nc(n1)C#N)c2ccc(Cl)c(c2)C(F)(F)F
CHEMBL1079101,4.639980000000002,22,314.6329999999999,3,7,0,325.721,76.19000000000003,3,2,66053.09609141534,-2.1299999999999994,114,0,0,2,1.2727272727272727,2.0,2.590909090909091,0.41736553684133965,0.41736553684133965,0.22400754167281392,-0.22400754167281392,2.6191983192561676,735.7881355778086,16.244141702266685,6.323357649228417,3.366089324021038,16.328062645816686,10.362721870796165,11.577113317668381,6.505990311594089,4.5948074436323445,2.9654074396436156,2.018402323861261,12.333042263686837,6.883954784603317,4.972771916641572,3.3726075663842217,2.3483455239692836,0,3,0.26666666666666666,129.94495597656615,0.0,0.0,9.967957041894417,18.433136697762947,0.0,37.07823284977237,18.55355575984923,11.257379486545457,16.280012800286784,6.069221312792274,0.0,5.824404497999927,0.0,6.176298517443475,13.171245143024459,5.261891554738487,9.967957041894417,0.0,25.941678962986117,0.0,46.36988557213314,17.32660079933773,11.600939890232516,0.0,9.967957041894417,12.597120140369483,11.33111286753076,30.426342807162015,24.26546827384644,5.022633313741326,11.257379486545457,13.171245143024459,0.0,11.600939890232516,16.762383322881796,17.081783984545382,12.114749617774471,12.487188691387619,12.13273413692322,6.06636706846161,12.992958512482897,9.967957041894417,16.862831444971,13.171245143024459,0.0,38.7611649035188,7.994836663832199,8.536261180398085,0.011297424834131542,-0.08849222096245879,6.9846995858528595,-3.1638331443688585,1.9355980125529788,0.0,5.889578705453374,1047.0,5.98,CCCc1cc(nc(n1)C#N)c2cccc(c2Cl)C(F)(F)F
CHEMBL1082857,4.625380000000004,22,270.22999999999996,3,3,0,291.39800000000014,87.38700000000004,4,3,195045.35529754838,-2.2099999999999995,112,1,1,2,1.1818181818181819,2.0,2.727272727272727,0.2324978949952674,0.2324978949952674,0.22400755458808833,-0.22400755458808833,1.9750124028838383,694.0667507018237,14.715834465203647,6.700969941656043,3.1675936382772565,15.363596551749426,10.796356295533844,13.048383088756918,8.1825833502878,6.036775712889207,4.394302441161463,3.290656787071414,13.048383088756918,8.1825833502878,6.036775712889207,4.394302441161463,3.290656787071414,0,3,0.42105263157894735,131.59902084496298,0.0,0.0,9.967957041894417,5.261891554738487,0.0,44.38530327385348,42.876556543559644,11.257379486545457,5.693927994848461,6.069221312792274,0.0,5.824404497999927,0.0,0.0,0.0,5.261891554738487,9.967957041894417,0.0,51.36657298340809,0.0,47.41361932685343,17.32660079933773,0.0,0.0,9.967957041894417,6.4208216229260096,11.33111286753076,62.02753534502746,30.33183534230805,0.0,11.257379486545457,0.0,0.0,0.0,0.0,5.824404497999927,5.917906046161393,29.792950727245938,31.246737983401033,0.0,6.06636706846161,47.22638382822375,5.261891554738487,0.0,0.0,0.0,8.694691515495087,9.153816053842208,4.328685988284203,0.9579223356009068,12.764416335978837,7.147545753609065,2.1195886838563607,0.0,0.0,155.0,6.81,CCCc1cc(nc(n1)C#N)c2cccc(c2)C3CCCC3
