ID,pchembl,MolLogP,HeavyAtomCount,HeavyAtomMolWt,HAccept,Heteroatoms,HDonor,MolWt,MolMR,RotableBonds,RingCount,Ipc,HallKierAlpha,NumValenceElectrons,SaturatedRings,AliphaticRings,AromaticRings,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,MaxAbsPartialCharge,MaxPartialCharge,MinAbsPartialCharge,MinPartialCharge,BalabanJ,BertzCT,Kappa1,Kappa2,Kappa3,Chi0,Chi1,Chi0n,Chi1n,Chi2n,Chi3n,Chi4n,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,NHOHCount,NOCount,FractionCSP3,LabuteASA,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SMR_VSA10,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,EState_VSA10,EState_VSA11,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,VSA_EState10,IC50,Binary_value
CHEMBL1091337,6.72,4.4146,47,631.466,9,13,2,673.802,173.6145,10,6,43952049563.0,-3.1,254,2,3,3,1.1276595740000002,1.893617021,2.638297872,0.496466954,0.41698702,0.41698702,-0.496466954,1.152858988,1536.3888980000004,33.78791449,14.98279605,7.968406542,32.96768008,22.7068598,26.59860192,16.23479811,12.34392784,9.301182841000001,6.8551477310000015,27.4150985,17.22039667,13.36110451,10.34123955,7.866270612999999,2,9,0.529411765,276.9413238,29.69686137,9.476340119,0.0,18.26992695,11.76188495,24.26546827,55.61161479999999,60.86091811,49.98251736,5.749511833,0.0,5.907179729,0.0,6.176298517,32.54603563,0.0,24.89709281,0.0,55.44563211,65.34495351,64.84885195,17.00689132,17.66906468,10.05365156,102.0429312,35.21803309,0.0,41.14383176,47.36005295,0.0,11.25737949,13.17124514,5.749511833,11.76188495,17.843716399999995,16.55551681,69.53365311,67.31105579999999,17.69618563,12.00970727,22.88090414,16.2830654,14.57240772,23.07230972,0.0,54.77161354,16.66174854,19.42022021,3.549873302,1.028570923,12.19877786,-2.557315246,5.572218964,1.699624262,0.904667639,190.0,0
CHEMBL1091338,6.05,4.6735,50,671.487,9,14,1,715.8389999999998,182.9988,10,6,151000000000.0,-3.59,270,2,3,3,1.04,1.78,2.48,0.496466954,0.41698702,0.41698702,-0.496466954,1.200918309,1669.890312,36.20923625,15.74907919,8.300541222,35.41527384,24.01139025,28.454063800000004,17.0878778,13.10772442,9.873651565,7.19491544,29.27056038,18.07347636,14.1249011,10.91370827,8.206038321,1,10,0.5277777779999999,294.0427016000001,29.27998249,14.270877300000002,0.0,18.26992695,11.76188495,24.26546827,55.61161479999999,67.78465531,49.98251736,5.749511833,0.0,11.81435946,0.0,6.176298517,37.34057281,0.0,24.48021394,0.0,62.36936931,65.34495351,64.84885195,17.00689132,23.57624441,4.736862953999999,112.8500207,40.01257027,0.0,48.06756896,47.36005295,0.0,11.25737949,13.17124514,5.749511833,11.76188495,17.843716399999995,35.55220935,62.98889671,60.7662994,24.61992283,21.59141994,18.19910121,10.9662768,14.57240772,27.86684691,0.0,55.02204005,30.6877527,16.15007055,2.959720345,0.7979994159999999,11.98221732,-2.942139014,6.210502192000001,1.687298691,0.8612044190000001,900.0,0
CHEMBL1091339,8.0,3.6459,51,687.4860000000001,10,15,2,731.8380000000002,184.4106,11,6,259000000000.0,-3.63,276,2,3,3,1.019607843,1.764705882,2.470588235,0.496466954,0.41698702,0.41698702,-0.496466954,1.210613475,1689.840872,37.13747981,16.36549227,8.711050807000001,36.12238062,24.54939506,28.60838418,17.25765896,13.14055881,9.916290997,7.23901374,29.42488076,18.24325752,14.15773549,10.95634771,8.250136622000001,2,11,0.5277777779999999,298.8369353,34.38650989,14.270877300000002,0.0,18.26992695,11.76188495,24.26546827,55.61161479999999,60.86091811,49.98251736,12.3563938,0.0,11.81435946,0.0,6.176298517,42.44710021,0.0,24.48021394,0.0,55.44563211,71.95183548,64.84885195,17.00689132,23.57624441,4.736862953999999,124.56343,40.01257027,0.0,41.14383176,47.36005295,0.0,11.25737949,13.17124514,5.749511833,11.76188495,30.35777809,29.64502962,68.55234820000001,55.2028479,22.59609536,16.69151021,18.19910121,10.9662768,14.57240772,32.9733743,0.0,55.00298042,30.54116881,25.66497318,2.607235219,0.361000534,11.82259375,-3.156487928,3.563671962,1.677761569,0.831769157,10.0,1
CHEMBL1091340,5.71,4.078,47,653.518,8,15,0,696.862,173.1868,10,6,34604236746.0,-2.62,258,3,4,2,1.0,1.744680851,2.404255319,0.41698702,0.41698702,0.341974559,-0.341974559,1.199153992,1583.475684,34.25028756,14.08312728,7.833051463999999,33.34635974,22.38017986,26.80398787,16.55957008,13.04586316,9.890470626,7.340372023,28.43698103,19.39348026,16.04547782,12.18023577,9.138035527000001,0,10,0.65625,278.20894580000004,14.69972919,14.270877300000002,8.417796984,22.57514294,11.76188495,6.066367068,57.20242028,92.95784978,23.26600228,0.0,0.0,21.83765061,0.0,6.176298517,31.1781165,0.0,28.78542993,0.0,81.56970862,57.82191763,35.01993218,11.25737949,33.59953556,0.0,112.88134479999998,45.29899847,0.0,61.76658234,23.09458468,0.0,11.25737949,13.17124514,0.0,11.76188495,21.76304116,29.00745295,61.88334068,94.48190456,16.43795013,4.899909731,9.581712666,4.899909731,5.098681808,31.1781165,0.0,70.44615040000002,30.96290762,4.891951598,1.763318018,0.003430958,4.215854913,3.163239669,5.829055557999999,-3.494511661,0.885269602,1970.0,0
CHEMBL1091438,5.02,4.5874,39,530.401,7,11,2,569.7130000000002,145.6675,9,5,693524403.0,-1.66,216,2,3,2,1.051282051,1.820512821,2.564102564,0.416986807,0.416986807,0.389856949,-0.389856949,1.34618736,1096.353067,28.85381314,12.88910998,7.353281523,27.40720215,18.77500815,22.356634,14.18221132,10.97126442,8.050799929,5.933119293,23.17313059,15.16780988,12.10801425,9.086266827000001,7.05208977,2,6,0.6785714290000001,231.6611524,20.22313546,4.681802935,4.390415048,18.26992695,11.76188495,12.48718869,50.90553344,73.15852812,23.90610228,6.171675396,0.0,0.0,0.0,6.176298517,22.66818759,0.0,24.89709281,0.0,74.96186633,51.56614845,35.01993218,11.25737949,11.76188495,5.316788604,88.52862183,25.68663295,0.0,48.92493909,23.09458468,0.0,11.25737949,17.56166019,0.0,11.76188495,24.01539179,4.895483476,69.12041477,50.15411357,30.31544071,6.066367068,4.681802935,15.11660807,5.098681808,22.66818759,0.0,57.00174305,4.613692042,19.07292293,2.750981223,0.500279053,4.302342975,-0.492905665,6.300619907000001,0.0,1.200324486,9600.0,0
CHEMBL1091461,5.44,3.7456,33,479.865,7,10,0,513.129,134.5218,9,4,31238035.29,-1.1,182,1,2,2,1.181818182,1.96969697,2.696969697,0.37879274,0.211020163,0.211020163,-0.37879274,1.615540381,1067.89907,25.00672326,11.09429641,6.127238302,23.42407448,15.86352321,19.42539249,11.63011522,8.644772097999999,6.182261781,4.408126042,21.8143146,14.84198987,12.17116003,9.134752945,6.316145449,0,7,0.608695652,206.0136228,4.736862953999999,9.581712666,8.417796984,9.4038978,11.76188495,24.59104416,30.72723099,67.40567451,30.18609442,0.0,0.0,10.02329115,0.0,0.0,13.15465994,0.0,18.98561047,0.0,44.17119836,51.40141234,34.47911401,11.25737949,33.38611599,0.0,78.80481979,34.27048854,0.0,31.02275993,23.09458468,5.022633314,11.25737949,0.0,0.0,23.36282484,10.02329115,0.0,19.51033443,90.42016217,6.255769184,16.06710094,12.13273414,22.57181693,21.43648465,8.417796984,0.0,33.66707242,3.476616234,5.7561446620000005,4.048769655,0.999124085,6.024833583,4.0351950510000005,8.425598513999999,-3.264071486,8.191828397,3600.0,0
CHEMBL1091462,6.22,4.4146,39,555.919,8,11,0,591.1990000000002,156.1678,11,5,812471231.1,-2.08,210,1,2,3,1.076923077,1.871794872,2.641025641,0.492726663,0.211020163,0.211020163,-0.492726663,1.333295746,1361.382669,28.44874407,13.05652762,7.362960621,27.24406544,18.8811613,22.22039213,13.32649132,9.80628634,7.073404872999999,5.023968706000001,24.60931423,16.53836597,13.33267428,9.784314413999999,6.894530634,0,8,0.464285714,239.8193201,9.473725907999999,9.581712666,8.417796984,9.4038978,11.76188495,35.86640816,30.6862899,73.15852812,36.79297639,5.749511833,0.0,10.02329115,0.0,0.0,17.89152289,0.0,18.98561047,0.0,30.82663953,58.00829431,64.81094935,17.00689132,33.38611599,4.736862953999999,85.41170176,34.27048854,0.0,17.67820111,53.42642002,5.022633314,11.25737949,0.0,5.749511833,23.36282484,10.02329115,0.0,31.13984971,84.72621906,6.255769184,16.06710094,42.46456948,15.64807973,26.17334761,8.417796984,0.0,39.73548955,3.382307319,5.7236473320000005,3.906671587,1.590508916,15.70467816,2.907180566,6.675679447,-3.303841845,8.205456737999999,600.0,0
CHEMBL1093945,6.13,4.78,42,589.471,8,13,0,624.751,156.1598,11,5,2505477860.0,-2.58,228,1,2,3,1.047619048,1.80952381,2.523809524,0.492726669,0.416986818,0.416986818,-0.492726669,1.402168348,1459.497672,30.86396393,13.37557471,7.674596098999999,29.74406544,20.09248616,23.47632107,13.954455800000002,10.36978291,7.429213732999999,5.285939227,25.10931423,16.78836597,13.48897072,9.698481543,7.00863101,0,8,0.482758621,248.3776022,9.473725907999999,9.581712666,8.417796984,22.57514294,11.76188495,24.26546827,30.6862899,73.15852812,37.33379456,5.749511833,0.0,10.02329115,0.0,6.176298517,31.06276803,0.0,18.98561047,0.0,37.00293805,58.00829431,65.35176753,17.00689132,21.7851761,4.736862953999999,85.41170176,40.44678706,0.0,23.2416526,53.42642002,0.0,11.25737949,13.17124514,5.749511833,11.76188495,21.76304116,18.04712185,42.27007936,68.35448627,22.69371931,12.13273414,22.88090414,4.899909731,14.57240772,21.58904213,0.0,81.10600334,2.426068505,4.867074377,2.041465087,0.973423654,13.18421011,-2.007708494,5.4479064070000005,-3.450850569,1.079074249,740.0,0
CHEMBL1093946,6.66,5.5346,48,663.533,8,14,0,705.8689999999998,179.3098,12,6,57969801129.0,-3.07,260,2,3,3,1.0,1.770833333,2.458333333,0.492726669,0.416986818,0.416986818,-0.492726669,1.178430617,1692.35363,34.78048974,14.81295037,8.201659296,33.89032981,22.96949626,27.12220528,16.5493131,12.6792705,9.433387293,6.9709257120000006,28.75519844,19.38322328,15.79845831,11.7026551,8.693617495,0,9,0.529411765,284.00429219999995,14.53668242,9.476340119,8.417796984,22.57514294,11.76188495,24.26546827,56.49351117,85.62119057,24.12003063,5.749511833,0.0,15.93047088,0.0,6.176298517,31.12044227,0.0,23.8855202,0.0,68.72806537,51.33928678,65.35176753,17.00689132,27.69235583,4.736862953999999,95.59162452,40.50446129,0.0,48.92493909,53.42642002,0.0,11.25737949,13.17124514,5.749511833,11.76188495,21.76304116,23.95430158,54.73274181,80.94794362,22.69371931,12.13273414,22.88090414,9.799819462,9.835544762,26.38357931,0.0,76.2642276,16.72766211,4.920294881,1.996493277,1.234302464,13.51749958,1.500943205,4.907276937,-3.477803505,1.075770121,220.0,0
CHEMBL1093947,6.7,4.0321,42,589.471,8,13,1,628.783,156.1576,10,5,2252451039.0,-2.09,232,2,3,2,1.095238095,1.857142857,2.5,0.416986812,0.416986812,0.395505504,-0.395505504,1.335168506,1387.880932,31.33843576,12.872597099999998,6.997685771,30.07033885,19.95185817,23.90455591,14.699227100000002,11.5891514,8.768325118,6.570811302,25.53754907,17.63939343,15.05162203,11.41715866,8.447002466,1,8,0.655172414,249.0976174,14.90634686,9.476340119,8.417796984,18.26992695,11.76188495,6.066367068,63.6232419,72.36662532,23.11419948,0.0,9.837253136000001,5.907179729,0.0,6.176298517,31.49010671,0.0,19.58030421,0.0,80.27489024,44.79453038,35.01993218,11.25737949,27.50631782,0.0,95.09811755,40.19448849,0.0,55.34576072,23.09458468,0.0,11.25737949,13.17124514,0.0,11.76188495,26.82694118,29.5832204,43.10644159,80.94794362,18.38850332,0.0,9.581712666,4.899909731,5.098681808,31.49010671,0.0,67.90360813,16.59507805,13.54383011,2.052102725,0.4017194000000001,4.27165632,2.423678062,3.998868523,-3.299144258,0.941936268,200.0,0
CHEMBL1093948,5.7,5.5876,50,685.563,8,14,0,732.939,190.1488,13,6,134000000000.0,-2.91,272,2,3,3,1.0,1.76,2.44,0.416986807,0.416986807,0.33960660299999995,-0.33960660299999995,1.170901579,1743.197882,36.86662588,15.76779945,8.926902186,35.46768008,23.86334311,28.86827737,17.48973633,13.74113783,10.10644396,7.428651737000001,30.50127053,20.32364651,16.86032564,12.39161929,9.387637577000001,0,9,0.5555555560000001,297.3804648,14.69972919,9.476340119,8.417796984,22.57514294,11.76188495,36.39820241,56.97190051,98.71070338,17.51314867,0.0,0.0,15.93047088,0.0,6.176298517,26.38357931,0.0,28.78542993,0.0,75.27282178,58.32483321,70.91521902,11.25737949,27.69235583,0.0,107.4770807,47.0492177,0.0,54.48839058,53.42642002,0.0,11.25737949,13.17124514,0.0,11.76188495,21.76304116,17.34741961,62.07274279,74.74951016,28.38923719,6.066367068,42.06131026,14.69972919,5.098681808,26.38357931,0.0,71.04889399,18.91857122,4.955989625,3.267823435,0.748064235,14.46375216,1.571350587,6.028834377999999,-1.515360193,1.17874723,2010.0,0
CHEMBL1093949,5.97,3.703,48,663.5369999999998,9,15,0,711.921,181.3098,11,6,50553868894.0,-2.17,266,3,4,2,0.9375,1.666666667,2.333333333,0.416986807,0.416986807,0.33960660299999995,-0.33960660299999995,1.17467846,1551.930195,35.64898061,14.97716341,8.400855457,34.05346652,22.86334311,28.05005996,17.17418264,13.66267297,10.34153181,7.499241632,29.68305312,20.00809282,16.78186078,12.62670714,9.404752731,0,10,0.696969697,286.1721995000001,14.69972919,14.37624985,8.417796984,22.57514294,11.76188495,6.066367068,51.40844902,118.3449726,17.51314867,0.0,0.0,15.93047088,0.0,6.176298517,26.38357931,0.0,33.68533966,0.0,68.72806537,84.50385883,35.01993218,11.25737949,27.69235583,0.0,138.556016,40.50446129,0.0,48.92493909,23.09458468,0.0,11.25737949,13.17124514,0.0,11.76188495,21.76304116,17.34741961,55.52798639,95.36508429,28.38923719,6.066367068,4.681802935,26.64731091,5.098681808,26.38357931,0.0,70.85426579,21.39737082,4.956800085,2.21561281,0.8217897590000001,4.566687777,1.643663519,9.207590781,-1.384480601,1.22069926,1060.0,0
CHEMBL1093950,6.1,3.675,43,601.486,8,14,1,642.814,161.2995,11,5,3648668114.0,-2.13,238,2,3,2,1.093023256,1.860465116,2.511627907,0.416986807,0.416986807,0.33960660299999995,-0.33960660299999995,1.335569145,1406.792479,32.26896009,13.4713981,7.576998528,30.77744564,20.45185817,24.82720564,14.999383600000002,11.62130965,8.690182128,6.406114085,26.46019881,17.83329378,14.74049746,10.99690742,8.268325419,1,9,0.655172414,255.748457,15.11660807,9.476340119,8.417796984,22.57514294,11.76188495,6.066367068,51.40844902,92.16594698,17.51314867,0.0,0.0,15.93047088,0.0,6.176298517,26.38357931,0.0,29.2023088,0.0,68.72806537,58.32483321,35.01993218,11.25737949,27.69235583,5.316788604,102.5771709,40.50446129,0.0,48.92493909,23.09458468,0.0,11.25737949,13.17124514,0.0,11.76188495,21.76304116,17.34741961,55.52798639,80.94794362,16.62735224,13.11403905,4.681802935,15.11660807,5.098681808,26.38357931,0.0,69.63202196,16.74582264,7.859138614,2.136945719,0.756588433,4.449775618,1.628595165,5.338610288,-1.691101367,1.143602935,800.0,0
CHEMBL1093951,6.16,5.2454,49,673.552,8,14,1,718.9119999999998,185.5215,13,6,94094117561.0,-2.91,266,2,3,3,1.0,1.775510204,2.469387755,0.416986807,0.416986807,0.33960660299999995,-0.33960660299999995,1.159656503,1709.009856,35.90007645,15.54519679,8.881457078,34.59743659,23.46949626,27.92106377,17.11717399,13.18013151,9.788907631,7.204808412,29.55405693,19.95108417,16.29931932,12.09563292,9.007233169,1,9,0.542857143,290.8055512,15.11660807,9.476340119,8.417796984,22.57514294,11.76188495,36.39820241,49.92422853,98.71070338,17.51314867,0.0,0.0,15.93047088,0.0,6.176298517,26.38357931,0.0,29.2023088,0.0,75.27282178,51.27716123,70.91521902,11.25737949,27.69235583,5.316788604,95.52949897,47.0492177,0.0,54.48839058,53.42642002,0.0,11.25737949,13.17124514,0.0,11.76188495,21.76304116,17.34741961,62.07274279,86.51139511,16.62735224,6.066367068,35.01363828,15.11660807,5.098681808,26.38357931,0.0,70.73716447,16.79989153,8.239964628,3.212237337,0.7232069720000001,14.31578531,1.568054555,5.886823274,-3.470625305,1.154163897,700.0,0
CHEMBL1093952,7.1,4.5514,46,637.519,8,14,0,682.8789999999998,173.0468,11,6,22860784148.0,-2.13,254,3,4,2,0.934782609,1.6739130430000002,2.347826087,0.416986807,0.416986807,0.33960660299999995,-0.33960660299999995,1.184340299,1500.93689,33.75902719,14.15343537,7.770597877999999,32.47611625,21.96949626,26.60284636,16.59451351,13.06650382,9.944318212,7.433994557,28.23583953,19.42842369,16.18569163,12.22949354,9.339505656,0,9,0.6875,274.0474237,14.69972919,9.476340119,8.417796984,22.57514294,11.76188495,6.066367068,70.29193309,92.16594698,17.51314867,0.0,0.0,15.93047088,0.0,6.176298517,26.38357931,0.0,28.78542993,0.0,81.56970862,64.36667404,35.01993218,11.25737949,27.69235583,0.0,113.5189215,40.50446129,0.0,61.76658234,23.09458468,0.0,11.25737949,13.17124514,0.0,11.76188495,21.76304116,17.34741961,48.98322998,101.6619711,28.38923719,6.066367068,4.681802935,14.69972919,5.098681808,26.38357931,0.0,70.50684089,19.13677252,4.943938481,2.242179428,0.847201555,4.56986616,3.936359437,7.541025623999999,-3.450888881,1.226704787,80.0,1
CHEMBL1093953,6.47,3.9123,48,665.529,9,15,1,712.905,179.0536,11,6,50553868894.0,-2.17,266,3,4,2,0.958333333,1.666666667,2.333333333,0.416986807,0.416986807,0.393029667,-0.393029667,1.17467846,1552.826792,35.64898061,14.97716341,8.400855457,34.05346652,22.86334311,27.62741023,17.16920898,13.59057082,10.30273652,7.570704342999999,29.26040339,20.00311916,16.70975863,12.58791185,9.476215442,1,10,0.696969697,285.2065996,19.80625659,9.476340119,8.417796984,22.57514294,11.76188495,6.066367068,57.20242028,105.2554598,23.61711506,0.0,0.0,15.93047088,0.0,6.176298517,31.49010671,0.0,28.78542993,0.0,87.67367501,64.36667404,35.01993218,11.25737949,27.69235583,0.0,124.7294153,40.50446129,0.0,61.76658234,23.09458468,0.0,11.25737949,13.17124514,0.0,11.76188495,21.76304116,23.451386,68.36962963,82.27557148,28.38923719,6.066367068,4.681802935,14.69972919,5.098681808,31.49010671,0.0,70.73414825,18.96580611,14.72339115,2.099681543,0.752491598,4.478855281,2.587467009,6.792285196,-3.4725975030000003,1.171804702,340.0,0
CHEMBL1093954,6.17,3.7878,47,653.518,9,15,0,698.878,174.6318,11,6,35557068453.0,-2.17,260,3,4,2,0.978723404,1.723404255,2.404255319,0.416986807,0.416986807,0.378792731,-0.378792731,1.18049179,1521.183338,34.68405816,14.75033496,8.351110371,33.18322303,22.46949626,27.01109465,16.67186378,12.97176948,9.849339767,7.252534571,28.64408782,19.50577396,16.09095729,12.1345151,9.15804567,0,10,0.6875,279.1609689,14.53668242,14.37624985,8.417796984,22.57514294,11.76188495,6.066367068,44.36077703,105.2554598,30.7269126,0.0,0.0,15.93047088,0.0,6.176298517,31.12044227,0.0,28.78542993,0.0,68.72806537,77.58043797,35.01993218,11.25737949,27.69235583,0.0,126.7326854,45.24132424,0.0,48.92493909,23.09458468,0.0,11.25737949,13.17124514,0.0,11.76188495,21.76304116,17.34741961,68.74175032,82.27557148,28.38923719,6.066367068,4.681802935,14.69972919,9.835544762,26.38357931,0.0,76.01630922,19.01240128,4.940466258,2.162481227,0.78785812,4.51853428,1.609112894,8.222515907,-3.462370362,1.192691181,680.0,0
CHEMBL1093955,6.7,6.3352,53,721.596,8,14,0,773.0039999999998,202.2298,12,7,855000000000.0,-2.91,288,3,4,3,0.867924528,1.58490566,2.264150943,0.416986807,0.416986807,0.33960660299999995,-0.33960660299999995,1.034410579,1838.233736,38.36773977,16.44390913,9.147038972999999,37.16635069,25.43582276,30.56694798,19.11036883,15.04435434,11.60418977,8.642871513,32.19994114,21.94427901,18.16354215,13.8893651,10.54838261,0,9,0.58974359,315.46946,14.69972919,9.476340119,8.417796984,22.57514294,11.76188495,36.39820241,81.77329063,92.16594698,17.51314867,0.0,0.0,15.93047088,0.0,6.176298517,26.38357931,0.0,28.78542993,0.0,87.48761466,64.36667404,70.91521902,11.25737949,27.69235583,0.0,113.5189215,40.50446129,0.0,73.24793988,53.42642002,0.0,11.25737949,13.17124514,0.0,11.76188495,21.76304116,17.34741961,61.44589243,95.11721473,33.95268868,6.066367068,10.74817,38.96519747,5.098681808,26.38357931,0.0,71.51460387,19.24564867,4.986401322,3.56299046,1.330274863,15.09866316,3.691651074,7.311935217,-3.472855703,1.230687065,200.0,0
CHEMBL1093956,7.4,4.9415,47,649.53,8,14,0,696.9060000000002,177.6638,11,6,35557068453.0,-2.13,260,3,4,2,0.914893617,1.6595744680000002,2.340425532,0.416986807,0.416986807,0.33960660299999995,-0.33960660299999995,1.18049179,1517.963445,34.72262915,14.775371300000002,8.367738535,33.18322303,22.46949626,27.30995314,17.09451351,13.42005721,10.19431821,7.610771252999999,28.94294631,19.92842369,16.53924502,12.47949354,9.516282352000001,0,9,0.696969697,280.41236580000003,14.69972919,9.476340119,8.417796984,22.57514294,11.76188495,12.48718869,70.29193309,92.16594698,17.51314867,0.0,0.0,15.93047088,0.0,6.176298517,26.38357931,0.0,28.78542993,0.0,87.99053024,64.36667404,35.01993218,11.25737949,27.69235583,0.0,113.5189215,40.50446129,0.0,68.18740396,23.09458468,0.0,11.25737949,13.17124514,0.0,11.76188495,21.76304116,17.34741961,48.98322998,101.6619711,34.81005882,6.066367068,4.681802935,14.69972919,5.098681808,26.38357931,0.0,70.71647626,19.18388756,4.954355147,2.249424719,0.847545907,4.584754564,5.142504186,7.541025623999999,-3.453481473,1.233507508,40.0,1
CHEMBL1093957,6.8,6.2137,51,697.574,8,14,0,753.0139999999999,195.9918,11,6,158000000000.0,-2.13,284,3,4,2,0.901960784,1.588235294,2.215686275,0.416986807,0.416986807,0.33960660299999995,-0.33960660299999995,1.156519163,1641.376691,38.59004126,15.68930673,9.335565804,36.55346652,24.07466798,30.68019663,18.69968523,15.99969614,11.55795763,8.450359137000001,32.31318979,21.53359541,19.11888395,13.84313296,10.35587024,0,9,0.72972973,305.8721343,14.69972919,9.476340119,8.417796984,22.57514294,11.76188495,26.83757867,81.62482961,92.16594698,17.51314867,0.0,0.0,15.93047088,0.0,6.176298517,26.38357931,0.0,28.78542993,11.33289652,102.3409202,64.36667404,35.01993218,11.25737949,27.69235583,0.0,113.5189215,40.50446129,11.33289652,82.53779394,23.09458468,0.0,11.25737949,13.17124514,0.0,11.76188495,21.76304116,22.76241008,54.90113603,101.6619711,28.38923719,6.066367068,4.681802935,35.47094079,5.098681808,26.38357931,0.0,71.32344358,19.26116915,4.981173707,2.506306183,1.490172745,4.605236334,3.861187198,14.28008231,-3.46528849,1.239850612,160.0,0
CHEMBL1093958,6.96,5.1875,48,661.541,8,14,0,710.933,182.2108,11,6,50553868894.0,-2.13,266,3,4,2,0.9375,1.645833333,2.3125,0.416986807,0.416986807,0.33960660299999995,-0.33960660299999995,1.17467846,1549.563173,35.68760505,15.002069400000002,8.417350755,34.05346652,22.86334311,28.18019663,17.48836036,14.04191903,10.6218879,7.713433179,29.81318979,20.32227054,17.16110684,12.90706323,9.618944277999999,0,9,0.705882353,286.7773079,14.69972919,9.476340119,8.417796984,22.57514294,11.76188495,12.99010427,76.20983914,92.16594698,17.51314867,0.0,0.0,15.93047088,0.0,6.176298517,26.38357931,0.0,28.78542993,5.9179060460000015,88.49344582,64.36667404,35.01993218,11.25737949,27.69235583,0.0,113.5189215,40.50446129,5.9179060460000015,68.69031954,23.09458468,0.0,11.25737949,13.17124514,0.0,11.76188495,21.76304116,17.34741961,54.90113603,101.6619711,28.38923719,6.066367068,4.681802935,21.62346639,5.098681808,26.38357931,0.0,70.88334919,19.20274341,4.961429713999999,2.2445939740000003,1.533344686,4.588761205,3.898887248,9.742891711,-3.4569725030000003,1.234304702,110.0,0
CHEMBL1093959,7.26,5.9677,51,697.574,8,14,0,750.998,193.8778,11,7,309000000000.0,-2.13,282,4,5,2,0.882352941,1.647058824,2.37254902,0.416986807,0.416986807,0.33960660299999995,-0.33960660299999995,1.052722085,1658.886466,37.1962599,15.68930673,8.656045892,35.75213713,24.43582276,29.87886725,19.06084001,15.41165593,12.12095711,9.307038984,31.51186041,21.89475019,18.53084374,14.40613244,11.21255008,0,9,0.72972973,304.8663031000001,14.69972919,9.476340119,8.417796984,22.57514294,11.76188495,25.32883194,75.58298878,98.71070338,17.51314867,0.0,0.0,15.93047088,0.0,6.176298517,26.38357931,0.0,28.78542993,11.83581209,100.8321735,64.36667404,35.01993218,11.25737949,27.69235583,0.0,113.5189215,40.50446129,11.83581209,81.02904721,23.09458468,0.0,11.25737949,13.17124514,0.0,11.76188495,21.76304116,17.34741961,48.98322998,94.58977291,66.55971238,6.066367068,4.681802935,14.69972919,5.098681808,26.38357931,0.0,71.45202253,19.36367581,4.992711172,2.289966693,2.392340127,4.646623182,8.070415947999999,7.657096816,-3.461058731,1.262873112,55.0,1
CHEMBL1093960,5.45,4.1869,41,575.4680000000002,8,13,0,615.788,154.5138,10,5,1534878436.0,-1.64,228,2,3,2,0.975609756,1.707317073,2.414634146,0.416986807,0.416986807,0.37879274,-0.37879274,1.409849364,1289.616503,30.80588854,13.33711809,7.85319699,29.03695866,19.59248616,23.66406894,14.49965621,11.11056963,8.190144652,5.925784768,25.2970621,17.33356639,14.22975744,10.47531998,7.831295867000001,0,8,0.6785714290000001,244.7856759,9.636772685,9.581712666,8.417796984,22.57514294,11.76188495,12.48718869,44.48471182,79.70328452,30.7269126,0.0,0.0,10.02329115,0.0,6.176298517,26.32590508,0.0,23.8855202,0.0,56.26540292,71.03568156,35.01993218,11.25737949,21.7851761,0.0,103.3389987,40.44678706,0.0,42.50411747,23.09458468,0.0,11.25737949,13.17124514,0.0,11.76188495,21.76304116,11.44023988,36.52056753,89.06851379,34.81005882,6.066367068,4.681802935,9.799819462,9.835544762,21.58904213,0.0,75.59099367,4.870899768999999,4.901134643,2.29439653,0.571901862,4.2370282989999986,1.609300295,8.114061833,-3.426528537,1.236811636,3570.0,0
