,smiles,IC50,pchembl,type,ID
867,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCOCC3)c4ccc(Cl)c(SCCc5ccccc5)c4,1470.0,5.83,IC50,CHEMBL1089022
953,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCCCC3)c4ccc(c(SCCN5CCCCC5)c4)C(F)(F)F,380.0,6.42,IC50,CHEMBL1089273
915,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4C(=O)COc5ccccc45)c6ccc(c(SCCN7CCCCC7)c6)C(F)(F)F,210.0,6.68,IC50,CHEMBL1089274
892,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)N4CCCC4=O)c5ccc(c(SCCNC(=O)c6ccccc6)c5)C(F)(F)F,380.0,6.42,IC50,CHEMBL1089275
893,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)N4CCCC4=O)c5ccc(c(SCCNC(=O)c6ccc(O)cc6)c5)C(F)(F)F,390.0,6.41,IC50,CHEMBL1089276
894,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)N4CCCC4=O)c5ccc(c(SCCNC(=O)c6ccc(F)cc6)c5)C(F)(F)F,360.0,6.44,IC50,CHEMBL1089277
977,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)N4CCCC4=O)c5ccc(c(SCCNC(=O)Cc6ccccc6)c5)C(F)(F)F,130.0,6.89,IC50,CHEMBL1089278
897,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)N4CCCC4=O)c5ccc(c(SCCNC(=O)C6CCCNC6)c5)C(F)(F)F,420.0,6.38,IC50,CHEMBL1089279
927,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)C(=O)N4CCCC4)c5ccc(c(SCCN6CCCCC6)c5)C(F)(F)F,90.0,7.05,IC50,CHEMBL1089280
954,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCCCC3)c4ccc(c(SCCN5CCCCC5)c4)C(F)(F)F,335.0,6.47,IC50,CHEMBL1089281
918,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCCC3)c4ccc(c(SCCN5CCCCC5)c4)C(F)(F)F,335.0,6.47,IC50,CHEMBL1089282
919,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCOCC3)c4ccc(c(SCCN5CCCCC5)c4)C(F)(F)F,325.0,6.49,IC50,CHEMBL1089283
921,CN1CCN(CC(O)Cn2nc(c3CN(CCc23)S(=O)(=O)C)c4ccc(c(SCCN5CCCCC5)c4)C(F)(F)F)CC1,1150.0,5.94,IC50,CHEMBL1089284
959,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCN(CC3)C4CC4)c5ccc(c(SCCN6CCCCC6)c5)C(F)(F)F,220.0,6.66,IC50,CHEMBL1089285
923,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)C4CCCC4)c5ccc(c(SCCN6CCCCC6)c5)C(F)(F)F,218.0,6.66,IC50,CHEMBL1089286
924,CN(C)C1CCN(CC(O)Cn2nc(c3CN(CCc23)S(=O)(=O)C)c4ccc(c(SCCN5CCCCC5)c4)C(F)(F)F)CC1,710.0,6.15,IC50,CHEMBL1089287
925,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)c4ccccc4C#N)c5ccc(c(SCCN6CCCCC6)c5)C(F)(F)F,10.0,8.0,IC50,CHEMBL1089288
963,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)c4ccccn4)c5ccc(c(SCCN6CCCCC6)c5)C(F)(F)F,62.0,7.21,IC50,CHEMBL1089289
965,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)N4CCCC4=O)c5ccc(c(SCCN6CCCCC6)c5)C(F)(F)F,152.0,6.82,IC50,CHEMBL1089290
930,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCCCC3)c4ccc(c(SCCN5CCOCC5)c4)C(F)(F)F,420.0,6.38,IC50,CHEMBL1089291
931,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCCCC3)c4ccc(c(SCCN5CCCC5)c4)C(F)(F)F,712.0,6.15,IC50,CHEMBL1089292
932,CC(=O)N1CCN(CCSc2cc(ccc2C(F)(F)F)c3nn(CC(O)CN4CCCCC4)c5CCN(Cc35)S(=O)(=O)C)CC1,1035.0,5.99,IC50,CHEMBL1089293
933,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCCCC3)c4ccc(c(SCCN5CCC(O)CC5)c4)C(F)(F)F,565.0,6.25,IC50,CHEMBL1089294
971,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCCCC3)c4ccc(c(SCCN5CCC(F)CC5)c4)C(F)(F)F,493.0,6.31,IC50,CHEMBL1089295
935,CS(=O)(=O)N1CCc2c(C1)c(nn2C[C@H](O)CN3CCCCC3)c4ccc(c(SCCN5CCC(F)CC5)c4)C(F)(F)F,395.0,6.4,IC50,CHEMBL1089296
973,CS(=O)(=O)N1CCc2c(C1)c(nn2C[C@@H](O)CN3CCCCC3)c4ccc(c(SCCN5CCC(F)CC5)c4)C(F)(F)F,120.0,6.92,IC50,CHEMBL1089297
939,CC(C)S(=O)(=O)N1CCc2c(C1)c(nn2C[C@@H](O)CN3CCCCC3)c4ccc(c(SCCN5CCC(F)CC5)c4)C(F)(F)F,350.0,6.46,IC50,CHEMBL1089608
940,CCCS(=O)(=O)N1CCc2c(C1)c(nn2C[C@@H](O)CN3CCCCC3)c4ccc(c(SCCN5CCC(F)CC5)c4)C(F)(F)F,300.0,6.52,IC50,CHEMBL1089609
941,NC(=O)N1CCc2c(C1)c(nn2C[C@@H](O)CN3CCCCC3)c4ccc(c(SCCN5CCC(F)CC5)c4)C(F)(F)F,235.0,6.63,IC50,CHEMBL1089610
942,O[C@@H](CN1CCCCC1)Cn2nc(c3CN(CCc23)C(=O)N4CCCC4)c5ccc(c(SCCN6CCC(F)CC6)c5)C(F)(F)F,1190.0,5.92,IC50,CHEMBL1089611
943,O[C@@H](CN1CCCCC1)Cn2nc(c3CN(CCc23)C(=O)c4cccs4)c5ccc(c(SCCN6CCC(F)CC6)c5)C(F)(F)F,355.0,6.45,IC50,CHEMBL1089612
944,O[C@@H](CN1CCCCC1)Cn2nc(c3CN(CCc23)C(=O)c4nc[nH]n4)c5ccc(c(SCCN6CCC(F)CC6)c5)C(F)(F)F,205.0,6.69,IC50,CHEMBL1089613
945,CC(=O)N1CCc2c(C1)c(nn2C[C@@H](O)CN3CCCCC3)c4ccc(c(SCCN5CCC(F)CC5)c4)C(F)(F)F,385.0,6.42,IC50,CHEMBL1089614
946,CCC(=O)N1CCc2c(C1)c(nn2C[C@@H](O)CN3CCCCC3)c4ccc(c(SCCN5CCC(F)CC5)c4)C(F)(F)F,690.0,6.16,IC50,CHEMBL1089615
947,OCC(=O)N1CCc2c(C1)c(nn2C[C@@H](O)CN3CCCCC3)c4ccc(c(SCCN5CCC(F)CC5)c4)C(F)(F)F,235.0,6.63,IC50,CHEMBL1089616
948,CC(O)C(=O)N1CCc2c(C1)c(nn2C[C@@H](O)CN3CCCCC3)c4ccc(c(SCCN5CCC(F)CC5)c4)C(F)(F)F,245.0,6.61,IC50,CHEMBL1089617
949,COCC(=O)N1CCc2c(C1)c(nn2C[C@@H](O)CN3CCCCC3)c4ccc(c(SCCN5CCC(F)CC5)c4)C(F)(F)F,470.0,6.33,IC50,CHEMBL1089618
950,CSCC(=O)N1CCc2c(C1)c(nn2C[C@@H](O)CN3CCCCC3)c4ccc(c(SCCN5CCC(F)CC5)c4)C(F)(F)F,310.0,6.51,IC50,CHEMBL1089619
951,NCC(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCCCC3)c4ccc(c(SCCN5CCC(F)CC5)c4)C(F)(F)F,810.0,6.09,IC50,CHEMBL1089620
1553,NC(=O)C(=O)N1CCc2c(C1)c(nn2C[C@@H](O)CN3CCCCC3)c4ccc(c(SCCN5CCC(F)CC5)c4)C(F)(F)F,70.0,7.16,IC50,CHEMBL1089621
873,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCOCC3)c4ccc(Cl)c(SCCO)c4,960.0,6.02,IC50,CHEMBL1089714
929,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCCCC3)c4ccc(c(SCCN)c4)C(F)(F)F,1130.0,5.95,IC50,CHEMBL1090021
938,CN1CCc2c(C1)c(nn2CC(O)CN3CCCCC3)c4ccc(c(SCCN5CCC(F)CC5)c4)C(F)(F)F,9000.0,5.05,IC50,CHEMBL1090023
889,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCCC3)c4ccc(c(SCCN5CCCCC5)c4)C(F)(F)F,520.0,6.28,IC50,CHEMBL1090372
1036,OC(CN1CCC(CC1)c2ccccn2)Cn3nc(c4CNCCc34)c5ccc(c(SCC(=O)N6CCCC6)c5)C(F)(F)F,60.0,7.22,IC50,CHEMBL1090986
1003,CCN1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)c4ccccn4)c5ccc(c(SCC(=O)N6CCCC6)c5)C(F)(F)F,250.0,6.6,IC50,CHEMBL1090987
1034,OCC(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)c4ccccn4)c5ccc(c(SCC(=O)N6CCOCC6)c5)C(F)(F)F,160.0,6.8,IC50,CHEMBL1090988
1001,OC(CN1CCC(CC1)c2ccccn2)Cn3nc(c4CNCCc34)c5ccc(c(SCC(=O)N6CCOCC6)c5)C(F)(F)F,110.0,6.96,IC50,CHEMBL1090989
1032,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)c4ccccn4)c5ccc(c(SCC(=O)N6CC[C@H](O)C6)c5)C(F)(F)F,30.0,7.52,IC50,CHEMBL1090990
1033,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)c4ccccn4)c5ccc(c(SCC(=O)N6CCCCC6)c5)C(F)(F)F,1540.0,5.81,IC50,CHEMBL1090991
995,C[C@H]1CCCCN1CC(O)Cn2nc(c3CN(CCc23)S(=O)(=O)C)c4ccc(c(SCC(=O)N5CCOCC5)c4)C(F)(F)F,300.0,6.52,IC50,CHEMBL1090992
1030,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)c4ccccn4)c5ccc(c(SCC(=O)N6CCCC6)c5)C(F)(F)F,470.0,6.33,IC50,CHEMBL1090993
997,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)c4ccccn4)c5ccc(c(SCC(=O)N6CC[C@@H](O)C6)c5)C(F)(F)F,7.0,8.15,IC50,CHEMBL1090994
993,Cc1noc(n1)C2CCN(CCCn3nc(c4CN(CCc34)S(=O)(=O)C)c5ccc(c(SCC(=O)N6CCOCC6)c5)C(F)(F)F)CC2,20.0,7.7,IC50,CHEMBL1090995
1028,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)C(=O)N4CCCC4)c5ccc(c(SCC(=O)N6CCCC6)c5)C(F)(F)F,280.0,6.55,IC50,CHEMBL1090996
991,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)N4C(=O)COc5ccccc45)c6ccc(c(SCC(=O)N7CCOCC7)c6)C(F)(F)F,10.0,8.0,IC50,CHEMBL1090997
1026,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)c4ccccc4F)c5ccc(c(SCC(=O)N6CCOCC6)c5)C(F)(F)F,3130.0,5.5,IC50,CHEMBL1090998
1023,COc1ccccc1C2CCN(CC(O)Cn3nc(c4CN(CCc34)S(=O)(=O)C)c5ccc(c(SCC(=O)N6CCOCC6)c5)C(F)(F)F)CC2,190.0,6.72,IC50,CHEMBL1090999
920,CCCNCC(O)Cn1nc(c2CN(CCc12)S(=O)(=O)C)c3ccc(c(SCCN4CCCCC4)c3)C(F)(F)F,595.0,6.22,IC50,CHEMBL1091047
1024,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)c4ccccn4)c5ccc(c(SCC(=O)N6CCOCC6)c5)C(F)(F)F,380.0,6.42,IC50,CHEMBL1091323
1022,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4CCCC4=O)c5ccc(c(SCC(=O)NCc6ccccc6)c5)C(F)(F)F,10000.0,5.0,IC50,CHEMBL1091324
987,CN1CCN(CC1)C(=O)CSc2cc(ccc2C(F)(F)F)c3nn(CCCN4CCC(CC4)N5CCCC5=O)c6CCN(Cc36)S(=O)(=O)C,740.0,6.13,IC50,CHEMBL1091325
978,CNC(=O)CSc1cc(ccc1C(F)(F)F)c2nn(CCCN3CCC(CC3)N4CCCC4=O)c5CCN(Cc25)S(=O)(=O)C,1150.0,5.94,IC50,CHEMBL1091326
1015,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4CCCC4=O)c5ccc(c(SCC(=O)N6CCCCC6)c5)C(F)(F)F,3920.0,5.41,IC50,CHEMBL1091327
979,CN(C)C(=O)CSc1cc(ccc1C(F)(F)F)c2nn(CCCN3CCC(CC3)N4CCCC4=O)c5CCN(Cc25)S(=O)(=O)C,520.0,6.28,IC50,CHEMBL1091328
982,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4CCCC4=O)c5ccc(c(SCC(=O)N6CCOCC6)c5)C(F)(F)F,20.0,7.7,IC50,CHEMBL1091329
983,CC1CCCN1C(=O)CSc2cc(ccc2C(F)(F)F)c3nn(CCCN4CCC(CC4)N5CCCC5=O)c6CCN(Cc36)S(=O)(=O)C,100.0,7.0,IC50,CHEMBL1091330
984,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4CCCC4=O)c5ccc(c(SCC(=O)N6CCC(O)C6)c5)C(F)(F)F,90.0,7.05,IC50,CHEMBL1091331
1019,CC1CCN(CC1)C(=O)CSc2cc(ccc2C(F)(F)F)c3nn(CCCN4CCC(CC4)N5CCCC5=O)c6CCN(Cc36)S(=O)(=O)C,8000.0,5.1,IC50,CHEMBL1091332
986,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4CCCC4=O)c5ccc(c(SCC(=O)N6CCC(CO)CC6)c5)C(F)(F)F,120.0,6.92,IC50,CHEMBL1091333
1043,CC(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)C(C)(C)O)c4ccc(c(SCC(=O)N5CCCC5)c4)C(F)(F)F,110.0,6.96,IC50,CHEMBL1091334
1008,CC1CCN(CC(O)Cn2nc(c3CN(CCc23)C(=O)C)c4ccc(c(SCC(=O)N5CCCC5)c4)C(F)(F)F)CC1,180.0,6.75,IC50,CHEMBL1091335
1041,COc1ccccc1C2CCN(CC(O)Cn3nc(c4CNCCc34)c5ccc(c(SCC(=O)N6CCCC6)c5)C(F)(F)F)CC2,120.0,6.92,IC50,CHEMBL1091336
1006,COc1ccccc1C2CCN(CC(O)Cn3nc(c4CNCCc34)c5ccc(c(SCC(=O)N6CCOCC6)c5)C(F)(F)F)CC2,190.0,6.72,IC50,CHEMBL1091337
1039,COc1ccccc1C2CCN(CC(O)Cn3nc(c4CN(CCc34)C(=O)C)c5ccc(c(SCC(=O)N6CCOCC6)c5)C(F)(F)F)CC2,900.0,6.05,IC50,CHEMBL1091338
1004,COc1ccccc1C2CCN(CC(O)Cn3nc(c4CN(CCc34)C(=O)CO)c5ccc(c(SCC(=O)N6CCOCC6)c5)C(F)(F)F)CC2,10.0,8.0,IC50,CHEMBL1091339
1014,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4CCCC4=O)c5ccc(c(SCC(=O)N6CCCC6)c5)C(F)(F)F,1970.0,5.71,IC50,CHEMBL1091340
937,OC(CN1CCCCC1)Cn2nc(c3CNCCc23)c4ccc(c(SCCN5CCC(F)CC5)c4)C(F)(F)F,9600.0,5.02,IC50,CHEMBL1091438
868,CCCSc1cc(ccc1Cl)c2nn(CCCN3CCOCC3)c4CCN(Cc24)S(=O)(=O)C,3600.0,5.44,IC50,CHEMBL1091461
869,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCOCC3)c4ccc(Cl)c(SCCOc5ccccc5)c4,600.0,6.22,IC50,CHEMBL1091462
870,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCOCC3)c4ccc(c(SCCOc5ccccc5)c4)C(F)(F)F,740.0,6.13,IC50,CHEMBL1093945
871,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4CCCC4=O)c5ccc(c(SCCOc6ccccc6)c5)C(F)(F)F,220.0,6.66,IC50,CHEMBL1093946
872,CS(=O)(=O)C1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4CCCC4=O)c5ccc(c(SCCO)c5)C(F)(F)F,200.0,6.7,IC50,CHEMBL1093947
874,CN(CCSc1cc(ccc1C(F)(F)F)c2nn(CCCN3CCC(CC3)N4CCCC4=O)c5CCN(Cc25)S(=O)(=O)C)Cc6ccccc6,2010.0,5.7,IC50,CHEMBL1093948
876,CN1CCN(CCSc2cc(ccc2C(F)(F)F)c3nn(CCCN4CCC(CC4)N5CCCC5=O)c6CCN(Cc36)S(=O)(=O)C)CC1,1060.0,5.97,IC50,CHEMBL1093949
877,CNCCSc1cc(ccc1C(F)(F)F)c2nn(CCCN3CCC(CC3)N4CCCC4=O)c5CCN(Cc25)S(=O)(=O)C,800.0,6.1,IC50,CHEMBL1093950
878,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4CCCC4=O)c5ccc(c(SCCNCc6ccccc6)c5)C(F)(F)F,700.0,6.16,IC50,CHEMBL1093951
903,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4CCCC4=O)c5ccc(c(SCCN6CCCC6)c5)C(F)(F)F,80.0,7.1,IC50,CHEMBL1093952
880,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4CCCC4=O)c5ccc(c(SCCN6CCC(O)CC6)c5)C(F)(F)F,340.0,6.47,IC50,CHEMBL1093953
905,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4CCCC4=O)c5ccc(c(SCCN6CCOCC6)c5)C(F)(F)F,680.0,6.17,IC50,CHEMBL1093954
882,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4CCCC4=O)c5ccc(c(SCCN6CCC(CC6)c7ccccc7)c5)C(F)(F)F,200.0,6.7,IC50,CHEMBL1093955
907,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4CCCC4=O)c5ccc(c(SCCN6CCCCC6)c5)C(F)(F)F,40.0,7.4,IC50,CHEMBL1093956
884,CC(C)(C)C1CCN(CCSc2cc(ccc2C(F)(F)F)c3nn(CCCN4CCC(CC4)N5CCCC5=O)c6CCN(Cc36)S(=O)(=O)C)CC1,160.0,6.8,IC50,CHEMBL1093957
885,CC1CCN(CCSc2cc(ccc2C(F)(F)F)c3nn(CCCN4CCC(CC4)N5CCCC5=O)c6CCN(Cc36)S(=O)(=O)C)CC1,110.0,6.96,IC50,CHEMBL1093958
886,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4CCCC4=O)c5ccc(c(SCCN6CCC7CCCCC7C6)c5)C(F)(F)F,55.0,7.26,IC50,CHEMBL1093959
911,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCOCC3)c4ccc(c(SCCN5CCCCC5)c4)C(F)(F)F,3570.0,5.45,IC50,CHEMBL1093960
888,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4CCCC4)c5ccc(c(SCCN6CCCCC6)c5)C(F)(F)F,560.0,6.25,IC50,CHEMBL1093961
95,O=C(N[C@@H](Cc1cccs1)C(=O)N[C@H]2[C@H]3N(CCS3(=O)=O)C2=O)OCc4ccccc4,4.6,8.34,IC50,CHEMBL113706
29,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H]2[C@H]3OCCN3C2=O)OCc4ccccc4,430.0,6.37,IC50,CHEMBL113761
94,O=C(N[C@@H](CC1CCCCC1)C(=O)N[C@H]2[C@H]3N(CCS3(=O)=O)C2=O)OCc4ccccc4,0.7,9.15,IC50,CHEMBL114410
31,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H]2[C@@H]3OCCN3C2=O)OCc4ccccc4,77.0,7.11,IC50,CHEMBL115734
93,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H]2[C@@H]3N(CCCS3(=O)=O)C2=O)OCc4ccccc4,2500.0,5.6,IC50,CHEMBL115822
91,Fc1cccc(C[C@H](NC(=O)OCc2ccccc2)C(=O)N[C@H]3[C@H]4N(CCS4(=O)=O)C3=O)c1,8.0,8.1,IC50,CHEMBL116041
629,N[C@@H](Cc1ccccc1F)C(=O)N[C@]2(C[C@H]2c3ccccc3)C#N.OC(=O)C(F)(F)F,1600.0,5.8,IC50,CHEMBL1162477
1080,Fc1ccc(cc1)C(=O)NCc2cc(ccc2Cl)C3=NN(CCCN4CCC(CC4)N5CCCC5=O)C(=O)C=C3,1500.0,5.82,IC50,CHEMBL1170609
1078,FC(F)(F)c1cccc(c1)N2CCN(CCCN3N=C(C=CC3=O)c4ccc(Cl)c(CNC(=O)c5ccccc5)c4)CC2,1600.0,5.8,IC50,CHEMBL1171313
1081,CN1C(=O)N(C2CCN(CCCN3N=C(C=CC3=O)c4ccc(Cl)c(CNC(=O)c5ccccc5)c4)CC2)c6cc(Cl)ccc16,430.0,6.37,IC50,CHEMBL1171314
1077,Clc1ccc(cc1CNC(=O)c2ccccc2)C3=NN(CCCN4CCCC4)C(=O)C=C3,14000.0,4.85,IC50,CHEMBL1171421
1082,CN1C(=O)N(C2CCN(CCCN3N=C(C=CC3=O)c4ccc(Cl)c(CNC(=O)c5ccc(F)cc5)c4)CC2)c6cc(Cl)ccc16,320.0,6.5,IC50,CHEMBL1171502
1086,CN1C(=O)N(C2CCN(CCCN3N=CC=C(C3=O)c4ccc(Cl)c(CNC(=O)c5ccc(F)cc5)c4)CC2)c6cc(Cl)ccc16,1800.0,5.75,IC50,CHEMBL1171503
1087,CN1C(=O)N(C2CCN(CCCN3C=NC=C(C3=O)c4ccc(Cl)c(CNC(=O)c5ccc(F)cc5)c4)CC2)c6cc(Cl)ccc16,6700.0,5.17,IC50,CHEMBL1171504
1085,CN1C(=O)N(C2CCN(CCCN3C=CN=C(C3=O)c4ccc(Cl)c(CNC(=O)c5ccc(F)cc5)c4)CC2)c6cc(Cl)ccc16,110.0,6.96,IC50,CHEMBL1171505
1079,Clc1ccc(cc1CNC(=O)c2ccccc2)C3=NN(CCCN4CCC(CC4)N5CCCC5=O)C(=O)C=C3,2300.0,5.64,IC50,CHEMBL1171608
92,O=C(N[C@@H](Cc1cccnc1)C(=O)N[C@H]2[C@H]3N(CCS3(=O)=O)C2=O)OCc4ccccc4,58.0,7.24,IC50,CHEMBL117928
1126,FC(F)(F)c1cc(ccc1OCc2ccccc2)c3cc4[nH]cnc4c(n3)C#N,676.0,6.17,IC50,CHEMBL1208845
1125,CCNc1ccc(cc1C(F)(F)F)c2cc3[nH]cnc3c(n2)C#N,105.0,6.98,IC50,CHEMBL1208846
1124,CC(=O)Nc1ccc(cc1C(F)(F)F)c2cc3[nH]cnc3c(n2)C#N,3236.0,5.49,IC50,CHEMBL1208847
1123,CCOc1ccc(cc1C(F)(F)F)c2cc3c(ncn3CCN4CCOCC4)c(n2)C#N,37.0,7.43,IC50,CHEMBL1208848
1138,CCOc1ccc(cc1C(F)(F)F)c2cc3c(ncn3CCN(C)C)c(n2)C#N,854.0,6.07,IC50,CHEMBL1208849
1121,CCOc1ccc(cc1C(F)(F)F)c2cc3c(ncn3CCCN4CCOCC4)c(n2)C#N,35.0,7.46,IC50,CHEMBL1208906
1120,CCOc1ccc(cc1C(F)(F)F)c2cc3c(ncn3CCCN(C)C)c(n2)C#N,27.0,7.57,IC50,CHEMBL1208907
1117,CCOc1ccc(cc1C(F)(F)F)c2cc3c(ncn3C)c(n2)C#N,40.0,7.4,IC50,CHEMBL1208908
1118,Cn1cnc2c(nc(cc12)c3ccc(CCO)c(c3)C(F)(F)F)C#N,71.0,7.15,IC50,CHEMBL1208909
1912,Cn1cnc2c(nc(cc12)c3ccc(CCCO)c(c3)C(F)(F)F)C#N,234.0,6.63,IC50,CHEMBL1208910
1116,Cn1cnc2c(nc(cc12)c3ccc(OCc4ccccn4)c(c3)C(F)(F)F)C#N,20.0,7.7,IC50,CHEMBL1208975
1115,Cn1cnc2c(nc(cc12)c3ccc(OCc4cccnc4)c(c3)C(F)(F)F)C#N,12.6,7.9,IC50,CHEMBL1208976
1114,Cn1cnc2c(nc(cc12)c3ccc(OCc4ccncc4)c(c3)C(F)(F)F)C#N,10.0,8.0,IC50,CHEMBL1208977
1113,Cc1cccc(CCOc2ccc(cc2C(F)(F)F)c3cc4c(ncn4C)c(n3)C#N)n1,11.0,7.96,IC50,CHEMBL1208978
1127,Cn1cnc2c(nc(cc12)c3ccc(OCCN4CCCC4=O)c(c3)C(F)(F)F)C#N,7.8,8.11,IC50,CHEMBL1209034
1112,Cn1cnc2c(nc(cc12)c3ccc(OC4CCNCC4)c(c3)C(F)(F)F)C#N,316.0,6.5,IC50,CHEMBL1209035
1111,Cn1cnc2c(nc(cc12)c3ccc(OCC4CCNCC4)c(c3)C(F)(F)F)C#N,14.1,7.85,IC50,CHEMBL1209036
1110,Cn1cnc2c(nc(cc12)c3ccc(OCCC4CCNCC4)c(c3)C(F)(F)F)C#N,8.3,8.08,IC50,CHEMBL1209037
1109,CN(C)CCOc1ccc(cc1C(F)(F)F)c2cc3c(ncn3C)c(n2)C#N,209.0,6.68,IC50,CHEMBL1209084
1108,Cn1cnc2c(nc(cc12)c3ccc(OCCN4CCNC(=O)C4)c(c3)C(F)(F)F)C#N,7.8,8.11,IC50,CHEMBL1209085
1906,CN(C)CCCOc1ccc(cc1C(F)(F)F)c2cc3c(ncn3C)c(n2)C#N,32.0,7.5,IC50,CHEMBL1209086
1106,Cn1cnc2c(nc(cc12)c3ccc(OCCCN4CCCC4)c(c3)C(F)(F)F)C#N,28.0,7.55,IC50,CHEMBL1209087
1105,CN1CCN(CCCOc2ccc(cc2C(F)(F)F)c3cc4c(ncn4C)c(n3)C#N)CC1,9.5,8.02,IC50,CHEMBL1209144
1224,CCN1CCN(CCCOc2ccc(cc2C(F)(F)F)c3cc4c(ncn4C)c(n3)C#N)CC1,7.2,8.14,IC50,CHEMBL1209145
1091,CN1CCN(CCCOc2ccc(cc2C(F)(F)F)c3ccnc(n3)C#N)CC1,1.3,8.89,IC50,CHEMBL1209146
1095,CN1CCN(CCCOc2ccc(cc2C(F)(F)F)c3cccc(n3)C#N)CC1,58.0,7.24,IC50,CHEMBL1209147
1103,Cn1ccc2c(nc(cc12)c3ccc(OCCN4CCCC4=O)c(c3)C(F)(F)F)C#N,661.0,6.18,IC50,CHEMBL1209200
1152,CCCc1cc(nc(n1)C#N)c2cccc(Cl)c2,148.0,6.83,IC50,CHEMBL1209245
1153,CCCc1cc(nc(n1)C#N)c2cccc(Br)c2,174.0,6.76,IC50,CHEMBL1209246
1154,CCCc1cc(nc(n1)C#N)c2cccc(c2)C(=O)C,447.0,6.35,IC50,CHEMBL1209247
