,smiles,IC50,pchembl,type,ID
223,CCCC[C@H](NC(=O)OCC1(CCCc2ccccc2)CCC1)C(=O)C(=O)N[C@H](C)c3ccccc3,17.0,7.77,IC50,CHEMBL187687
251,CCCC[C@H](NC(=O)O[C@H](Cn1cnc(c1)c2ccc(cc2)C(F)(F)F)C(C)(C)C)C(=O)C(=O)Nc3nccs3,19000.0,4.72,IC50,CHEMBL187864
262,CN1CCN(CCCOc2ccccc2Nc3nc(nc4c3ncn4C5CCCC5)C#N)CC1,260.0,6.58,IC50,CHEMBL188139
241,CCCC[C@H](NC(=O)O[C@H](Cc1oc(nn1)c2ccc(cc2)C(F)(F)F)C(C)(C)C)C(=O)C(=O)Nc3ccn[nH]3,520.0,6.28,IC50,CHEMBL188400
239,CCCC[C@H](NC(=O)O[C@H](Cc1oc(nn1)c2ccc(F)cc2)C(C)(C)C)C(=O)C(=O)N[C@H](C)c3ccccc3,530.0,6.28,IC50,CHEMBL188438
238,CCCC[C@H](NC(=O)O[C@H](Cc1oc(nn1)c2ccccc2)C(C)(C)CC)C(=O)C(=O)N[C@H](C)c3ccccc3,720.0,6.14,IC50,CHEMBL188563
261,N#Cc1nc(Nc2ccccc2OCCCn3ccnc3)c4ncn(C5CCCC5)c4n1,210.0,6.68,IC50,CHEMBL188865
250,CCCC[C@H](NC(=O)O[C@H](Cn1ccc(n1)c2ccc(cc2)C(F)(F)F)C(C)(C)C)C(=O)C(=O)Nc3ccccn3,3700.0,5.43,IC50,CHEMBL188929
226,COc1ccccc1N2CCN(CCCCn3nc(c4CN(CCc34)C(=O)C)c5ccc(Cl)cc5)CC2,9500.0,5.02,IC50,CHEMBL189142
248,CCCC[C@H](NC(=O)O[C@H](Cc1oc(nn1)c2ccc(F)cc2)C(C)(C)C)C(=O)C(=O)NCc3cccnc3,2700.0,5.57,IC50,CHEMBL189417
237,CCCC[C@H](NC(=O)O[C@H](Cc1oc(nn1)c2ccccc2)C(C)C)C(=O)C(=O)N[C@H](C)c3ccccc3,3700.0,5.43,IC50,CHEMBL189604
259,CN1CCN(CCOc2ccc(COc3ccccc3Nc4nc(nc5c4ncn5C6CCCC6)C#N)cc2)CC1,50.0,7.3,IC50,CHEMBL189730
229,CC(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCN(CC3)c4ccccc4Cl)c5ccc(Cl)cc5,1000.0,6.0,IC50,CHEMBL189763
243,CCCC[C@H](NC(=O)O[C@H](Cn1cc(cn1)c2ccc(cc2)C(F)(F)F)C(C)(C)C)C(=O)C(=O)Nc3ccn[nH]3,78.0,7.11,IC50,CHEMBL190053
245,CCCC[C@H](NC(=O)O[C@H](CN1CCN(C1=O)c2ccc(cc2)C(F)(F)F)C(C)(C)C)C(=O)C(=O)Nc3ccn[nH]3,540.0,6.27,IC50,CHEMBL191178
244,CCCC[C@H](NC(=O)O[C@H](Cn1cnc(c1)c2ccc(cc2)C(F)(F)F)C(C)(C)C)C(=O)C(=O)Nc3ccn[nH]3,160.0,6.8,IC50,CHEMBL191584
268,CCCC[C@H](NC(=O)OC1C2(C)CCC(C2)C1(C)C)C(=O)C(=O)N[C@H](C)c3ccccc3,30.0,7.52,IC50,CHEMBL193582
271,CCCC[C@H](NC(=O)O[C@@H]1C(=O)NCC1(C)C)C(=O)C(=O)N[C@H](C)c2ccccc2,18.0,7.75,IC50,CHEMBL194068
264,CCCC[C@H](NC(=O)OC1C[C@H](C)C[C@@H](C)C1)C(=O)C(=O)N[C@H](C)c2ccccc2,290.0,6.54,IC50,CHEMBL195301
275,CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)N3CCNCC3)C(F)(F)F)C(=O)NCC#N,451.0,6.35,IC50,CHEMBL195454
276,CC(C)CC(NC(c1ccc(cc1)c2ccc(cc2)N3CCNCC3)C(F)(F)F)C(=O)NCC#N,902.0,6.04,IC50,CHEMBL195505
266,CCCC[C@H](NC(=O)O[C@H]1CCCc2ccccc12)C(=O)C(=O)N[C@H](C)c3ccccc3,79.0,7.1,IC50,CHEMBL195963
265,CCCC[C@H](NC(=O)O[C@H]1CCc2ccccc12)C(=O)C(=O)N[C@H](C)c3ccccc3,280.0,6.55,IC50,CHEMBL196240
267,CCCC[C@H](NC(=O)OC1CC2CCC1C2)C(=O)C(=O)N[C@H](C)c3ccccc3,19.0,7.72,IC50,CHEMBL196298
270,CCCC[C@H](NC(=O)O[C@@H]1C(=O)OCC1(C)C)C(=O)C(=O)N[C@H](C)c2ccccc2,13.0,7.89,IC50,CHEMBL196896
269,CCCC[C@H](NC(=O)OC1C2CC3CC(CC1C3)C2)C(=O)C(=O)N[C@H](C)c4ccccc4,16.0,7.8,IC50,CHEMBL197509
287,O=C(NC1(CCCCC1)C(=O)NCC#N)c2ccc(cc2)c3csc(n3)N4CCOCC4,27000.0,4.57,IC50,CHEMBL199358
289,O=C(NC1(CCCCC1)C(=O)NCC#N)c2ccc(cc2)N3CCOCC3,52000.0,4.28,IC50,CHEMBL200301
291,O=C(NCC#N)[C@H](CC1CCCCC1)NC(=O)c2ccccc2,5.3,8.28,IC50,CHEMBL200884
514,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)N4C(=O)COc5ccccc45)c6ccc(cc6)C(F)(F)F,800.0,6.1,IC50,CHEMBL201461
329,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)N4c5ccc(Cl)cc5CNS4(=O)=O)c6ccc(cc6)C(F)(F)F,30.0,7.52,IC50,CHEMBL203102
446,CCCC[C@H](NC(=O)O[C@H](Cn1ccc(n1)c2ccc(cc2)C(F)(F)F)C(C)(C)C)C(=O)CNS(=O)(=O)c3ccccn3,35.0,7.46,IC50,CHEMBL203463
600,CC(C)C[C@H](NC(=O)c1oc2ccccc2c1)C(=O)N[C@H]3CC[C@@H](C)N(CC3=O)S(=O)(=O)c4ccccn4,8.0,8.1,IC50,CHEMBL203665
313,COc1ccc(cc1)c2ccc(cc2)[C@H](N[C@@H](CC(C)C)C(=O)NCC#N)C(F)(F)F,196.0,6.71,IC50,CHEMBL203944
295,CC(C)C[C@H](N[C@@H](c1ccccc1)C(F)(F)F)C(=O)NCC#N,36.0,7.44,IC50,CHEMBL204276
294,CC(C)C[C@H](N[C@@H](c1ccc(Br)cc1)C(F)(F)F)C(=O)NCC#N,54.0,7.27,IC50,CHEMBL204277
352,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4C(=O)COc5ccccc45)c6ccc(cc6)C(F)(F)F,23.0,7.64,IC50,CHEMBL204525
320,CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccccc2)C(F)(F)F)C(=O)NCC#N,303.0,6.52,IC50,CHEMBL204792
316,CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(F)c(F)c2)C(F)(F)F)C(=O)NCC#N,189.0,6.72,IC50,CHEMBL205504
355,FC(F)(F)c1ccc(cc1)c2nn(CCCN3CCC(CC3)N4C(=O)COc5ccccc45)c6CCNCc26,1800.0,5.75,IC50,CHEMBL205631
334,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)N4C(=O)NCc5ccccc45)c6ccc(Br)cc6,65.0,7.19,IC50,CHEMBL205748
324,CC(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)N4C(=O)COc5ccccc45)c6ccc(cc6)C(F)(F)F,120.0,6.92,IC50,CHEMBL205919
317,CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(F)cc2)C(F)(F)F)C(=O)NCC#N,449.0,6.35,IC50,CHEMBL205929
367,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](COC(C)(C)C)C#N,900.0,6.05,IC50,CHEMBL205948
366,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](COCc2ccccc2)C#N,969.0,6.01,IC50,CHEMBL206006
305,CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccncc2)C(F)(F)F)C(=O)NCC#N,62.0,7.21,IC50,CHEMBL206024
336,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)N4C(=O)NCc5cc(Cl)ccc45)c6ccc(Br)cc6,33.0,7.48,IC50,CHEMBL206035
345,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)N4C(=O)COc5ccc(Cl)cc45)c6ccc(Br)cc6,48.0,7.32,IC50,CHEMBL206067
293,CC(C)C[C@H](NCC(F)(F)F)C(=O)NCC#N,6183.0,5.21,IC50,CHEMBL206166
296,CCCC[C@H](N[C@@H](CC(C)C)C(=O)NCC#N)C(F)(F)F,1308.0,5.88,IC50,CHEMBL206169
354,CC(C)(C)OC(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4C(=O)COc5ccccc45)c6ccc(cc6)C(F)(F)F,900.0,6.05,IC50,CHEMBL206594
350,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4C(=O)COc5ccc(Cl)cc45)c6ccc(cc6)C(F)(F)F,130.0,6.89,IC50,CHEMBL206722
353,CC(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4C(=O)COc5ccccc45)c6ccc(cc6)C(F)(F)F,100.0,7.0,IC50,CHEMBL206745
308,CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2cccc(c2)S(=O)(=O)C)C(F)(F)F)C(=O)NCC#N,265.0,6.58,IC50,CHEMBL206912
307,CC(C)C[C@H](N[C@@H](c1ccc(Oc2ccccc2)cc1)C(F)(F)F)C(=O)NCC#N,220.0,6.66,IC50,CHEMBL206913
1299,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc(cs4)c5ccccc5,1584.89,5.8,IC50,CHEMBL2069324
327,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)N4C(=O)COCc5ccccc45)c6ccc(cc6)C(F)(F)F,163.0,6.79,IC50,CHEMBL207003
375,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)OC(C)(C)C)NS(=O)(=O)c1ccc(C)cc1)\C=C\S(=O)(=O)C,67000.0,4.17,IC50,CHEMBL207016
371,COc1ccc(C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)OCc2ccccc2)C#N)cc1,700.0,6.16,IC50,CHEMBL207081
1363,Fc1ccc(cc1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,1310.0,5.88,IC50,CHEMBL2070936
1290,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc5ccccc5s4,630.96,6.2,IC50,CHEMBL2070937
1291,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nccs4,1584.89,5.8,IC50,CHEMBL2070938
1292,Cc1nc(sc1C)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,2511.89,5.6,IC50,CHEMBL2070939
1293,CCc1csc(n1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,3162.28,5.5,IC50,CHEMBL2070940
1294,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc(cs4)C5CC5,3981.07,5.4,IC50,CHEMBL2070941
1295,CC(C)(C)c1csc(n1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,1584.89,5.8,IC50,CHEMBL2070942
1296,FC(F)(F)c1csc(n1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,1584.89,5.8,IC50,CHEMBL2070943
1297,Cc1sc(nc1C(F)(F)F)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,1995.26,5.7,IC50,CHEMBL2070944
1298,FC(F)(F)c1nc(sc1Cl)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,1584.89,5.8,IC50,CHEMBL2070945
1301,CC(C)(C#N)c1cnc(s1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,3162.28,5.5,IC50,CHEMBL2070948
1305,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc5ncccc5s4,1584.89,5.8,IC50,CHEMBL2071095
1306,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc5CCCc5s4,3162.28,5.5,IC50,CHEMBL2071096
1307,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc5CCOCc5s4,2511.89,5.6,IC50,CHEMBL2071097
384,CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)\C=C\S(=O)(=O)C,36000.0,4.44,IC50,CHEMBL207162
383,CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCCC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)\C=C\S(=O)(=O)C,7100.0,5.15,IC50,CHEMBL207196
372,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc2cccc(C)c2)C#N,2300.0,5.64,IC50,CHEMBL207200
389,CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)\C=C\S(=O)(=O)C,9000.0,5.05,IC50,CHEMBL207284
390,CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)\C=C\S(=O)(=O)C,700.0,6.16,IC50,CHEMBL207403
309,CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N)C(F)(F)F)C(=O)NCC#N,154.0,6.81,IC50,CHEMBL207554
362,CC(C)C[C@H](NC(=O)C(C)(C)Nc1ccc(Cl)cc1)C(=O)N[C@@H](COCc2ccccc2)C#N,41.0,7.39,IC50,CHEMBL207558
364,CC(C)C[C@H](NC(=O)CN1CCN(CC1)c2ccncc2)C(=O)N[C@@H](COCc3ccccc3)C#N,180.0,6.75,IC50,CHEMBL207560
393,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCc1ccccc1)NC(=O)C)\C=C\S(=O)(=O)C,6900.0,5.16,IC50,CHEMBL207579
379,CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)\C=C\S(=O)(=O)C,13000.0,4.89,IC50,CHEMBL207670
318,CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2cccc(F)c2)C(F)(F)F)C(=O)NCC#N,278.0,6.56,IC50,CHEMBL207769
361,CC(C)C[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)N[C@@H](COCc3ccccc3)C#N,29.0,7.54,IC50,CHEMBL207827
300,CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2cccc3[nH]ccc23)C(F)(F)F)C(=O)NCC#N,607.0,6.22,IC50,CHEMBL207891
373,CC[C@H](C)[C@H](NC(=O)[C@H]([C@@H](C)CC)N(C)C(=O)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,25000.0,4.6,IC50,CHEMBL207990
377,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)OCc1ccccc1)\C=C\S(=O)(=O)C,3000.0,5.52,IC50,CHEMBL208015
376,CC(C)C[C@H](NC(=O)CNC(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)OCc1ccccc1)\C=C\S(=O)(=O)C,21000.0,4.68,IC50,CHEMBL208019
338,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)N4C(=O)CCc5ccccc45)c6ccc(Br)cc6,33.0,7.48,IC50,CHEMBL208103
331,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)N4CCCc5ccccc45)c6ccc(Br)cc6,322.0,6.49,IC50,CHEMBL208131
358,CC(C)C[C@H](NC(=O)Cn1ccnc1C)C(=O)N[C@@H](COCc2ccccc2)C#N,240.0,6.62,IC50,CHEMBL208253
