ID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
CHEMBL1076795,7.295208478204576,-2.375444224102802,-3.9819040073938035,-0.620838549847928,2.0472739225236607,4.477986897065754,0.5514818419277777,1.3486517067037687,-0.2625056372570883,-0.3686618799512671,1.5553060530411134,0.2595138114321897,0.5859440611756055,0.14674368568286847,-1.8124749996429386,0.8976822898988551,-0.2474415597039813,0.5066796435188715,0.4938805237076585,0.4793870162741057
CHEMBL1076796,13.139174182334141,-0.9610073611990249,-1.5992026746404262,1.4067731004026236,2.0636224425420013,1.995758815797444,1.3890170585727055,2.474814882283782,0.8082541441350868,2.0199880964602883,-1.0690937827245852,0.38837676860002684,0.443759469734368,0.7284963942987274,-1.6280528468383997,0.49353633333490776,-1.3029837420984782,1.0849815540314596,0.41250565236206804,-0.7486967593542083
CHEMBL1077193,-10.639973755328452,2.9038861926077115,-2.503490914897844,-0.9954486626647301,-1.4191444341903605,2.1630018591900675,-2.802516307518632,-0.6375900500574835,0.8553146132694567,-0.07409102497146028,2.8673707474852783,-0.1698237412217158,2.318441736645095,-0.07256598562987587,0.0009878293058790438,0.3170950245305134,0.23292090356876405,-0.19982760499622224,-0.4181334028656217,-1.2916640208728805
CHEMBL1077194,-10.935160645824586,1.3709995138335744,-2.2868211428205845,-4.567408570568982,0.7151843836307875,3.2069901672001686,-3.363967589103082,0.1770762975553745,0.8804493481153565,-2.1766463551119672,2.1066237503074325,-0.2441364606003982,-0.3574812245925152,-0.23619997498824954,-0.09960229544669985,1.1938295166449713,0.008797366345076245,-0.6946425514701555,0.7025212021422411,1.5000998693997014
CHEMBL1078411,-9.248799470002822,2.5944049630436337,-0.46818774371642974,-1.1049194591283955,-1.5143112795713454,0.9970040792210342,1.6911536084359213,1.6128233249882173,0.9703002378519113,0.7481299479983264,-2.2995454811139315,0.6721387266713958,0.31563405910049824,-0.8656788304331149,-1.11388195191169,0.1867345242767297,1.5895786582480904,1.4323087429559158,-1.2006512445239466,0.192939081163961
CHEMBL1079000,-10.585544028993828,-1.3451965177934622,-0.6748483576390836,2.029880546052052,-2.191391754015094,3.3307955088530226,-1.6756731919826169,-0.25903090258227146,0.5771149983871847,-0.46110522436370066,1.0387916522867127,1.1656075972072202,0.9264831711589987,-0.27429794958703174,0.19687030857311946,0.3469612210999026,0.09282263608536256,-0.5605834345914421,0.391550334937615,0.33182648087870414
CHEMBL1079099,-10.407610705696351,-0.8370915041627393,-0.5563221736766221,2.130316387375464,-2.061975595503914,3.9275427267311906,-1.9555238218818314,-0.5740493741846003,0.12118855633255016,-0.2451131629495326,0.9363499058341246,1.392192679659768,0.7652616131589536,0.08513879544952997,-0.01076311866253717,0.20403854241968772,0.28513744149925463,-0.6089950148605813,0.36489164698344856,0.5766028777326573
CHEMBL1079100,-9.59117203418242,-1.5249900062062598,-0.505163530339916,1.4094799099668234,-3.649784659971349,2.863633464897877,-0.7468505916980478,-1.6638422666791721,1.441086355238523,-1.3499479843942586,1.2324828749383276,1.8444368284135084,0.6865114359699316,-0.5031199885891946,-0.011591292753676508,0.8383818108216226,-0.4503711498709611,-0.5227912484333208,0.09572098884793029,0.18923796514624366
CHEMBL1079101,-9.720727906016249,-1.3769237776579282,-0.5772529959954914,1.4232791895148895,-3.664123031790421,3.1245590304666915,-0.48735971674107065,-1.5595717140304979,1.7022522678200087,-1.3160137943537498,1.3557039124197692,1.6953654695810272,0.7365538082781344,-0.5992904175725615,-0.17462675694333923,0.7881096456531201,-0.05134743694108614,-0.5289374140820997,0.1985746671345983,0.3517695149054772
CHEMBL1082857,-9.792160154880362,1.978491327184683,-3.514225793315937,-2.264755787852567,-1.3484262039128492,1.1390217713340978,-3.7637388427732232,0.4978512474100917,0.7920832298520596,-1.0752500461514767,1.4711919980996626,-0.23667349573662533,0.8019658157975543,-0.04739603110823341,0.13089073710438706,1.218397279727146,0.1806000120105157,-0.2264454750798959,0.1929058411057881,0.16295806767282983
CHEMBL1082858,-10.013576546182103,-0.24637988677537928,-0.8087532613115717,-0.9254888527956389,-3.47361483124731,1.8795733909975652,-1.1080132785746406,0.8753166030274544,0.03966917396562003,1.8302024668351158,3.2308683732688506,0.09907590514357596,0.4178400447919202,-0.5974993616665629,0.2652266331118583,-0.9302534207240728,0.21729707466491444,0.2027274300903214,-0.16198824289129776,0.060248676229450446
