smiles,IC50
CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)N4C(=O)COCc5ccccc45)c6ccc(cc6)C(F)(F)F,163
CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)OC(C)(C)C)NS(=O)(=O)c1ccc(C)cc1)\C=C\S(=O)(=O)C,67000
COc1ccc(C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)OCc2ccccc2)C#N)cc1,700
Fc1ccc(cc1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,1310
O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc5ccccc5s4,630.96
O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nccs4,1584.89
Cc1nc(sc1C)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,2511.89
CCc1csc(n1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,3162.28
O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc(cs4)C5CC5,3981.07
CC(C)(C)c1csc(n1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,1584.89
FC(F)(F)c1csc(n1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,1584.89
Cc1sc(nc1C(F)(F)F)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,1995.26
FC(F)(F)c1nc(sc1Cl)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,1584.89
CC(C)(C#N)c1cnc(s1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,3162.28
O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc5ncccc5s4,1584.89
O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc5CCCc5s4,3162.28
O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc5CCOCc5s4,2511.89
CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)\C=C\S(=O)(=O)C,36000
CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCCC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)\C=C\S(=O)(=O)C,7100
CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc2cccc(C)c2)C#N,2300
CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)\C=C\S(=O)(=O)C,9000
CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)\C=C\S(=O)(=O)C,700
CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N)C(F)(F)F)C(=O)NCC#N,154
CC(C)C[C@H](NC(=O)C(C)(C)Nc1ccc(Cl)cc1)C(=O)N[C@@H](COCc2ccccc2)C#N,41
CC(C)C[C@H](NC(=O)CN1CCN(CC1)c2ccncc2)C(=O)N[C@@H](COCc3ccccc3)C#N,180
CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCc1ccccc1)NC(=O)C)\C=C\S(=O)(=O)C,6900
CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)\C=C\S(=O)(=O)C,13000
CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2cccc(F)c2)C(F)(F)F)C(=O)NCC#N,278
CC(C)C[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)N[C@@H](COCc3ccccc3)C#N,29
CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2cccc3[nH]ccc23)C(F)(F)F)C(=O)NCC#N,607
CC[C@H](C)[C@H](NC(=O)[C@H]([C@@H](C)CC)N(C)C(=O)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,25000
CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)OCc1ccccc1)\C=C\S(=O)(=O)C,3000
CC(C)C[C@H](NC(=O)CNC(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)OCc1ccccc1)\C=C\S(=O)(=O)C,21000
CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)N4C(=O)CCc5ccccc45)c6ccc(Br)cc6,33
CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)N4CCCc5ccccc45)c6ccc(Br)cc6,322
CC(C)C[C@H](NC(=O)Cn1ccnc1C)C(=O)N[C@@H](COCc2ccccc2)C#N,240
CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(C)cc2)C(F)(F)F)C(=O)NCC#N,282
CC(C)C[C@H](NC(=O)c1cc2ccccc2n1C)C(=O)N[C@@H](COCc3ccccc3)C#N,47
CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)N4C(=O)NCc5ccccc45)c6ccc(cc6)C(F)(F)F,48
CC(C)C[C@H](NC(=O)Cc1[nH]cnc1C)C(=O)N[C@@H](COCc2ccccc2)C#N,130
CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2cc(F)cc(F)c2)C(F)(F)F)C(=O)NCC#N,249
CC(C)C[C@H](NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCc1ccccc1)NC(=O)C)\C=C\S(=O)(=O)C,12000
CC(C)C[C@@H](C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)N3CCN(C)CC3,3931
Fc1ccc(cc1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC(C#N)c4ccccc4,258
COc1ccccc1C(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N3CCN(Cc4ccc(F)cc4)CC3)C#N,76
CN(C)C(=O)[C@@H]1CCCC[C@H]1C(=O)NCC#N,3700
O=C(NCC#N)[C@@H]1CCCC[C@H]1C(=O)N2CCCCC2,2110
O=C(NCC#N)[C@@H]1CCCC[C@H]1C(=O)N2CCc3ccccc3C2,515
CN1CCN(CC1)C(=O)[C@@H]2CCCC[C@H]2C(=O)NCC#N,2070
O=C(NCC#N)[C@@H]1CCCC[C@H]1C(=O)N2CCN(CC2)c3ccccc3,1030
Fc1ccc2[nH]c3CCN(Cc3c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NCC#N,3360
C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccc5c(C)noc5c4,807
Fc1ccc(cc1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N,1680
COc1ccc(cc1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N,1050
COc1ccc(cc1OC)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N,1090
O=C(NCC#N)[C@@H]1CCCC[C@H]1C(=O)N2CCN(CC2)c3ccc(cc3)C#N,2600
CS(=O)(=O)c1ccc(cc1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N,1290
O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4ccccc4,2260
COc1ccc(cc1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,2950
COc1ccc(cc1OC)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,2290
CS(=O)(=O)c1ccc(cc1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,2150
C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccc(cc4)S(=O)(=O)C,549
C[C@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccc(cc4)S(=O)(=O)C,1510
C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccc5c(c4)c(C)nn5C,1230
C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccc5c(C)nn(C)c5c4,1250
C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccc5c(C)nnc(C)c5c4,1750
COc1ccc(nc1OC)N2CCN([C@H](C)C2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,1100
COc1cc(ccc1C2CC2)N3CCN([C@H](C)C3)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1370
C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccc5OCOc5c4,1150
COc1ccc(cc1OC)N2CCN([C@H](C)C2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,1450
C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NCC#N)c3ccccc3,1220
C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccccc4,1300
CC1(C)CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccc(cc4)S(=O)(=O)C,3750
O=C(NCCc1ccc(cc1)N2CCCC2)c3cnc(nc3NC4CCCCC4)C#N,2.3
CC(C)(C)CNc1nc(ncc1C(=O)NCCc2ccc(OCCn3ccnc3)cc2)C#N,0.9
COc1ccc(CCNC(=O)c2cnc(nc2NC3CCCCC3)C#N)cc1,0.7
CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC3CCC3)C(=O)C(=O)N)C2(C)C)C(C)(C)C,120
CN1CCN(CC1)c2ccc(CCNC(=O)c3cnc(nc3NC4CCCCC4)C#N)cc2,0.48
O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4occc4,5.6
O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)C4CCCC4,130
COc1ccc(CCNC(=O)c2cnc(nc2NCC(C)(C)C)C#N)cc1,1.6
CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](N[C@@H]([C@@H](NC(=O)c3cnccn3)C4CCCCC4)C(F)(F)F)C(C)(C)C)C(=O)C(=O)NC5CC5,2
CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](N[C@H]([C@@H](NC(=O)c3cnccn3)C4CCCCC4)C(F)(F)F)C(C)(C)C)C(=O)C(=O)NC5CC5,0.6
NC(=O)c1ccc(cc1)C(=O)N[C@@H](C2CCCCC2)c3cn(nn3)C4(CC4)C#N,10
O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)N4CCOCC4,5.2
C[C@](NCc1ccsc1)(C2CCCCC2)c3cn(nn3)C4(CC4)C#N,28
C[C@](NCc1ccccc1)(C2CCCCC2)c3cn(nn3)C4(CC4)C#N,4
N#CC1(CC1)n2cc(nn2)[C@@H](NCc3ccsc3)C4CCCCC4,39
N#CC1(CC1)n2cc(nn2)[C@@H](NCc3ccccc3)C4CCCCC4,110
O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4cccs4,3.2
Fc1ccc(cc1)C(=O)N[C@@H](C2CCCCC2)c3cn(nn3)C4(CC4)C#N,4.9
COc1cccc(c1)C(=O)N[C@@H](C2CCCCC2)c3cn(nn3)C4(CC4)C#N,5.4
Clc1cccc(c1)C(=O)N[C@@H](C2CCCCC2)c3cn(nn3)C4(CC4)C#N,5.7
Cc1cc(cs1)C(=O)N[C@@H](C2CCCCC2)c3cn(nn3)C4(CC4)C#N,5.9
O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4ccns4,8.8
O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4ccncc4,13
CNC(=O)c1ccc(cc1)C(=O)N[C@@H](C2CCCCC2)c3cn(nn3)C4(CC4)C#N,15
O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4cscn4,15
Fc1ccccc1C(=O)N[C@@H](C2CCCCC2)c3cn(nn3)C4(CC4)C#N,17
Cn1nccc1C(=O)N[C@@H](C2CCCCC2)c3cn(nn3)C4(CC4)C#N,18
O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4cn[nH]c4,23
O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4nccs4,28
O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4oncc4,29
O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4oc5ccccc5c4,33
CS(=O)(=O)c1cccc(c1)C(=O)N[C@@H](C2CCCCC2)c3cn(nn3)C4(CC4)C#N,38
O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4occn4,39
Cc1ccccc1C(=O)N[C@@H](C2CCCCC2)c3cn(nn3)C4(CC4)C#N,44
O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)N4CCCCC4,46
O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4cocn4,49
O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4ccon4,61
CNS(=O)(=O)c1ccc(cc1)C(=O)N[C@@H](C2CCCCC2)c3cn(nn3)C4(CC4)C#N,74
Cc1ccc(cc1)C(=O)N[C@@H](C2CCCCC2)c3cn(nn3)C4(CC4)C#N,83
O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4cn5ccccc5n4,88
O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4cn5ccsc5n4,93
CNC(=O)c1ccc(cn1)C(=O)N[C@@H](C2CCCCC2)c3cn(nn3)C4(CC4)C#N,93
O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)C4CCOCC4,110
O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)C4=CNC(=O)C=C4,110
NS(=O)(=O)c1ccc(cc1)C(=O)N[C@@H](C2CCCCC2)c3cn(nn3)C4(CC4)C#N,120
FC(F)(F)c1ccc(cc1)C(=O)N[C@@H](C2CCCCC2)c3cn(nn3)C4(CC4)C#N,150
O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4conc4,150
CC(=O)N1CCC(CC1)C(=O)N[C@@H](C2CCCCC2)c3cn(nn3)C4(CC4)C#N,160
O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)N4CCS(=O)(=O)CC4,210
CCC(C)(C)CC[C@H](NC(=O)N1CCOCC1)C(=O)NC2(CCN(C)CC2)C#N,17
O=C(NC1(CC1)C#N)[C@H](CC2CCCCC2)NC(=O)N3CCOCC3,1.6
CCCC[C@@H](C#N)n1cc(nn1)[C@@](C)(NC(=O)c2ccsc2)[C@@H]3CC[C@@H](C)CC3,30
CCCC[C@H](C#N)n1cc(nn1)[C@@](C)(NC(=O)c2ccsc2)[C@@H]3CC[C@@H](C)CC3,0.3
C[C@@H](C#N)n1cc(nn1)[C@@](C)(NC(=O)c2ccsc2)[C@@H]3CC[C@@H](C)CC3,13
C[C@H](C#N)n1cc(nn1)[C@@](C)(NC(=O)c2ccsc2)[C@@H]3CC[C@@H](C)CC3,3
C[C@@H]1CC[C@H](CC1)[C@](C)(NC(=O)c2ccsc2)c3cn(CC#N)nn3,0.1
C[C@@H]1CC[C@H](CC1)[C@](C)(NC(=O)c2ccsc2)c3cn(nn3)C(C)(C)C#N,1
C[C@@H]1CC[C@H](CC1)[C@](C)(NC(=O)c2ccsc2)c3cn(nn3)C4(CC4)C#N,6
C[C@](NC(=O)c1ccsc1)(C2CCCCC2)c3cn(nn3)C4(CC4)C#N,23
O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4ccsc4,17
C[C@H](C#N)n1cc(nn1)[C@@](C)(NC(=O)c2ccsc2)C3CCCCC3,0.6
C[C@H](C#N)n1cc(nn1)[C@@H](NC(=O)c2ccsc2)C3CCCCC3,0.6
O=C(N[C@@H](C1CCCC1)c2cn(nn2)C3(CC3)C#N)c4ccsc4,27
CC(C)[C@H](NC(=O)c1ccsc1)c2cn(nn2)C3(CC3)C#N,760
FC1(F)CCC(CC1)[C@H](NC(=O)c2ccsc2)c3cn(nn3)C4(CC4)C#N,13
O=C(N[C@@H](CC1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4ccsc4,72
O=C(N[C@@H](c1ccccc1)c2cn(nn2)C3(CC3)C#N)c4ccsc4,1500
Clc1ccc(cc1)[C@H](NC(=O)c2ccsc2)c3cn(nn3)C4(CC4)C#N,93
O=C(N[C@@H](CCc1ccccc1)c2cn(nn2)C3(CC3)C#N)c4ccsc4,3200
O=C(N[C@@H](C1CCCCO1)c2cn(nn2)C3(CC3)C#N)c4ccsc4,93
O=C(N[C@@H](C1CCCOC1)c2cn(nn2)C3(CC3)C#N)c4ccsc4,310
O=C(N[C@@H](C1CCOCC1)c2cn(nn2)C3(CC3)C#N)c4ccsc4,400
O=C(N[C@@H](C1CCS(=O)(=O)CC1)c2cn(nn2)C3(CC3)C#N)c4ccsc4,4000
CS(=O)(=O)CC[C@H](NC(=O)c1ccsc1)c2cn(nn2)C3(CC3)C#N,8000
O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4cocc4,4.2
O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4ocnc4,4.6
O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4csc(c4)c5ccccc5,1
O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4ccccc4,1.8
O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4cccnc4,8.8
O=C(N[C@@H](C1CCCCC1)c2cn(nn2)C3(CC3)C#N)c4ccc(cc4)C#N,2.2
O=C(Nc1ccc(cc1)C(=O)N[C@@H](C2CCCCC2)c3cn(nn3)C4(CC4)C#N)C5CC5,0.5
CC(=O)Nc1ccc(cc1)C(=O)N[C@@H](C2CCCCC2)c3cn(nn3)C4(CC4)C#N,3.1
CS(=O)(=O)Nc1ccc(cc1)C(=O)N[C@@H](C2CCCCC2)c3cn(nn3)C4(CC4)C#N,3.5
CN1CCN(CC1)c2ccc(CCNC(=O)c3cnc(nc3NCC(C)(C)C)C#N)cc2,3.1
COc1cccc(CCNC(=O)c2cnc(nc2NCC(C)(C)C)C#N)c1,0.9
CC(C)C[C@@H](NC(=O)N1CCOCC1)C(=O)N[C@H](CCc2ccccc2)\C=C\S(=O)(=O)c3ccccc3,1.9
Cc1cccc(O[C@H]2CCN3C[C@@H]2OC3=O)c1C,473
O=C1O[C@@H]2CN1CC[C@@H]2Oc3ccccc3,17
CC(C)CO[C@H]1CCN2C[C@H]1OC2=O,298
NC(=O)N1CCc2c(C1)c(nn2CCCN3CCSCC3)c4ccc(Cl)c(c4)C#Cc5ccc(Cl)c(c5)C(=O)N6CCNCC6,630
NC(=O)C(=O)N1CCc2c(C1)c(nn2CCCN3CCN(CC3)c4ccccc4)c5ccc(Cl)c(c5)C#Cc6ccc(CNCc7ccc(Cl)cc7)cc6,10
NC(=O)N1CCc2c(C1)c(nn2CCCN3CCSCC3)c4ccc(Cl)c(c4)C#Cc5ccc(CNCc6ccc(Cl)cc6)cc5,70
NC(=O)C(=O)N1CCc2c(C1)c(nn2CCCN3CCSCC3)c4ccc(Cl)c(c4)C#Cc5ccc(CNCc6ccc(Cl)cc6)cc5,270
C[C@@H]1COCCN1CCCn2nc(c3CN(CCc23)C(=O)N)c4ccc(Cl)c(c4)C#Cc5ccc(CNCc6ccc(Cl)cc6)cc5,1540
C[C@@H]1COCCN1CCCn2nc(c3CN(CCc23)C(=O)C(=O)N)c4ccc(Cl)c(c4)C#Cc5ccc(CNCc6ccc(Cl)cc6)cc5,960
NC(=O)N1CCc2c(C1)c(nn2CCCN3CCSCC3)c4ccc(Cl)c(c4)C#Cc5ccc(cc5)C(=O)NCc6ccc(Cl)cc6,120
NC(=O)N1CCc2c(C1)c(nn2CCCN3CCSCC3)c4ccc(Cl)c(c4)C#Cc5ccc(cc5)C(=O)NCc6cccnc6,90
NC(=O)N1CCc2c(C1)c(nn2CCCN3CCSCC3)c4ccc(Cl)c(c4)C#Cc5ccc(cc5)C(=O)NC[C@@H]6CCCN6,70
NC(=O)N1CCc2c(C1)c(nn2CCCN3CCSCC3)c4ccc(Cl)c(c4)C#Cc5ccc(COCc6cccnc6)cc5,70
NC(=O)N1CCc2c(C1)c(nn2CCCN3CCSCC3)c4ccc(Cl)c(c4)C#Cc5ccc(COCC6CNCCO6)cc5,120
NC(=O)N1CCc2c(C1)c(nn2CCCN3CCSCC3)c4ccc(Cl)c(c4)C#Cc5ccc(Cl)c(c5)C(=O)NC[C@@H]6CCCN6,620
NC(=O)N1CCc2c(C1)c(nn2CCCN3CCSCC3)c4ccc(Cl)c(c4)C#Cc5ccc(Cl)c(c5)C(=O)NCC6CCCNC6,510
NC(=O)N1CCc2c(C1)c(nn2CCCN3CCSCC3)c4ccc(Cl)c(c4)C#Cc5ccc(Cl)c(c5)C(=O)NCCN6CCOCC6,610
CNC(=O)N1CCc2c(C1)c(nn2CCCN3CCOCC3)c4ccc(Cl)c(c4)C#Cc5ccc(CNCc6ccc(Cl)cc6)cc5,790
CN(C)C(=O)N1CCc2c(C1)c(nn2CCCN3CCOCC3)c4ccc(Cl)c(c4)C#Cc5ccc(CNCc6ccc(Cl)cc6)cc5,4560
CN(C)S(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCOCC3)c4ccc(Cl)c(c4)C#Cc5ccc(CNCc6ccc(Cl)cc6)cc5,180
Clc1ccc(CNCc2ccc(cc2)C#Cc3cc(ccc3Cl)c4nn(CCCN5CCOCC5)c6CCN(Cc46)C(=O)N7CCOCC7)cc1,1630
NCC(=O)N1CCc2c(C1)c(nn2CCCN3CCOCC3)c4ccc(Cl)c(c4)C#Cc5ccc(CNCc6ccc(Cl)cc6)cc5,260
CC(=O)NCC(=O)N1CCc2c(C1)c(nn2CCCN3CCOCC3)c4ccc(Cl)c(c4)C#Cc5ccc(CNCc6ccc(Cl)cc6)cc5,1100
NC(=O)C(=O)N1CCc2c(C1)c(nn2CCCN3CCOCC3)c4ccc(Cl)c(c4)C#Cc5ccc(CNCc6ccc(Cl)cc6)cc5,510
CN(C)C(=O)C(=O)N1CCc2c(C1)c(nn2CCCN3CCOCC3)c4ccc(Cl)c(c4)C#Cc5ccc(CNCc6ccc(Cl)cc6)cc5,1750
NC(=O)N1CCc2c(C1)c(nn2CCCN3CCCCC3)c4ccc(Cl)c(c4)C#Cc5ccc(CNCc6ccc(Cl)cc6)cc5,200
NC(=O)C(=O)N1CCc2c(C1)c(nn2CCCN3CCCCC3)c4ccc(Cl)c(c4)C#Cc5ccc(CNCc6ccc(Cl)cc6)cc5,100
NC(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)C(F)(F)F)c4ccc(Cl)c(c4)C#Cc5ccc(CNCc6ccc(Cl)cc6)cc5,60
NC(=O)C(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)C(F)(F)F)c4ccc(Cl)c(c4)C#Cc5ccc(CNCc6ccc(Cl)cc6)cc5,1770
NC(=O)N1CCc2c(C1)c(nn2CCCN3CCN(CC3)c4ccccc4)c5ccc(Cl)c(c5)C#Cc6ccc(CNCc7ccc(Cl)cc7)cc6,40
Clc1ccc(CNCc2ccc(cc2)C#Cc3cc(ccc3Cl)c4nn(CCCN5CCOCC5)c6CCNCc46)cc1,2500
NC(=O)N1CCc2c(C1)c(nn2CCCN3CCOCC3)c4ccc(Cl)c(c4)C#Cc5ccc(CNCc6ccc(Cl)cc6)cc5,440
O=C(C[C@@H](CC1Cc2ccccc2C1)C(=O)N[C@@]3(CCN(C3)C4CCCCC4)C#N)N5CCOCC5,42
CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c3cnccn3)C4CCCCC4)C(C)(C)C)C(=O)C(=O)NC5CC5,300
Clc1ccc(COC[C@H](NC(=O)[C@H](CC2CCCCC2)CC(=O)N3CCOCC3)C#N)cc1,62
O=C(C[C@@H](CC1CCCCC1)C(=O)N[C@@H](CCc2ccccc2)C#N)N3CCOCC3,171
CCCC[C@H](NC(=O)O[C@H](Cn1ccc(n1)c2cccnc2)C(C)(C)C)C(=O)CNS(=O)(=O)c3ccccn3,15
O=C(C[C@@H](CC1CCCCC1)C(=O)NC2(CCN(Cc3ccccc3)CC2)C#N)N4CCOCC4,207
C[C@H](NC(=O)O[C@H](Cn1cnc2cc(Cl)c(Cl)cc12)C(C)(C)C)C(=O)CNS(=O)(=O)c3ccccn3,7.9
CCCC[C@H](NC(=O)O[C@H](Cn1cnc2cc(Cl)c(Cl)cc12)C(C)(C)C)C(=O)CNS(=O)(=O)c3ccccn3,10
CN1CCC(CC1)(NC(=O)[C@H](CC2CCCCC2)CC(=O)N3CCOCC3)C#N,251
CCCC[C@H](NC(=O)O[C@H](Cn1ccc(n1)c2ccc(cc2)C(F)(F)F)C(C)(C)C)C(=O)CNc3cccc(F)n3,19
CCCC[C@H](NC(=O)O[C@H](Cn1cnc(c1)c2ccc(cc2)C(F)(F)F)C(C)(C)C)C(=O)CNS(=O)(=O)c3ccccn3,10
O=C(C[C@@H](CC1CCCCC1)C(=O)N[C@@]2(CCN(C2)C3CCCCC3)C#N)N4CCOCC4,23
CCCC[C@H](NC(=O)O[C@H](Cn1ccc(n1)c2ccc(cc2)C(F)(F)F)C(C)(C)C)C(=O)C(=O)Nc3ccn[nH]3,210
O=C(C[C@@H](CC1CCCCC1)C(=O)N[C@]2(CCN(CC3CCCCC3)C2)C#N)N4CCOCC4,41
O=C(C[C@@H](CC1CCCCC1)C(=O)N[C@]2(CCN(Cc3ccccc3)C2)C#N)N4CCOCC4,29
O=C(C[C@@H](CC1CCCCC1)C(=O)N[C@@]2(CCN(CCc3ccccc3)C2)C#N)N4CCOCC4,22.32
CC1CCC(C[C@H](CC(=O)N2CCOCC2)C(=O)N[C@@]3(CCN(C3)C4CCCCC4)C#N)CC1,14
O=C(C[C@@H](CC1CCc2ccccc2C1)C(=O)N[C@@]3(CCN(C3)C4CCCCC4)C#N)N5CCOCC5,1.9
O=C(C[C@@H](CC1CCC(CC1)c2ccccc2)C(=O)N[C@@]3(CCN(C3)C4CCCCC4)C#N)N5CCOCC5,3136
