smiles,IC50
CCCc1cc(nc(n1)C#N)c2cccc(Br)c2,174
CCCc1cc(nc(n1)C#N)c2cccc(c2)C(=O)C,447
CCCc1cc(nc(n1)C#N)c2cccc(CC)c2,83
CCCc1cccc(c1)c2cc(CCC)nc(n2)C#N,410
CCCc1cc(nc(n1)C#N)c2cccc(c2)C(C)C,195
CCCc1cc(nc(n1)C#N)c2cccc(CC(C)C)c2,224
CCCc1cc(nc(n1)C#N)c2cccc(OC(F)(F)F)c2,115
CCCc1cc(nc(n1)C#N)c2cccc(c2)C3CC3,200
CCCc1cc(nc(n1)C#N)c2cccc(c2)C3CCC3,63
CCCc1cc(nc(n1)C#N)c2cc(cc(c2)C(F)(F)F)C(F)(F)F,51
CCCc1cc(nc(n1)C#N)c2cc(ccc2Cl)C(F)(F)F,1047
CCCc1cc(nc(n1)C#N)c2ccc(F)c(c2)C(F)(F)F,13
CCCc1cc(nc(n1)C#N)c2ccc(C)c(c2)C(F)(F)F,10
CCCc1cc(nc(n1)C#N)c2ccc(OC)c(c2)C(F)(F)F,15
CCCc1cc(nc(n1)C#N)c2ccc(OCC)c(c2)C(F)(F)F,6
CCCc1cc(nc(n1)C#N)c2ccc(OC(F)(F)F)c(c2)C(F)(F)F,32
CCCc1cc(nc(n1)C#N)c2ccc(OC(C)C)c(c2)C(F)(F)F,58
FC(F)(F)c1cccc(c1)c2nc(C#N)c3nc[nH]c3n2,60
COc1ccc(cc1C(F)(F)F)c2nc(C#N)c3nc[nH]c3n2,23
CCOc1ccc(cc1C(F)(F)F)c2nc(C#N)c3nc[nH]c3n2,3.9
CCOc1ccc(cc1C(F)(F)F)c2nc(C#N)c3ncn(CC)c3n2,7.2
CCOc1ccc(cc1C(F)(F)F)c2nc(C#N)c3ncn(CCO)c3n2,4.5
CCOc1ccc(cc1C(F)(F)F)c2nc(C#N)c3ncn(CCCN(C)C)c3n2,59
FC(F)(F)c1cc(ccc1OCCN2CCCC2=O)c3cccc(n3)C#N,29
CCOc1ccc(cc1C(F)(F)F)c2cccc(n2)C#N,1660
FC(F)(F)c1cccc(c1)c2cc3[nH]cnc3c(n2)C#N,1047
COc1ccc(cc1C(F)(F)F)c2cc3[nH]cnc3c(n2)C#N,339
CCOc1ccc(cc1C(F)(F)F)c2cc3[nH]cnc3c(n2)C#N,25
OCCOc1ccc(cc1C(F)(F)F)c2cc3[nH]cnc3c(n2)C#N,145
CCCOc1ccc(cc1C(F)(F)F)c2cc3[nH]cnc3c(n2)C#N,200
OCCCOc1ccc(cc1C(F)(F)F)c2cc3[nH]cnc3c(n2)C#N,63
OCCCOc1ccc(cc1C(F)(F)F)c2ccnc(n2)C#N,4.5
FC(F)(F)c1cccc(c1)c2cccc(n2)C#N,2884
OCCCOc1ccc(cc1C(F)(F)F)c2cccc(n2)C#N,155
CCc1nccn1CCCOc2ccc(cc2C(F)(F)F)c3cccc(n3)C#N,31
CN1CCN(CC1)c2ccc(cc2)c3cccc(c3)C(CC4CCC4)C(=O)NCC#N,2310
CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)N3CCNCC3,1245
CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc3cc[nH]c3c2,1257
CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc3[nH]ccc3c2,922
CC(C)CC(NC(=O)c1ccccc1)C(=O)NCC#N,41
CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)N3CCN(CC3)C(=O)OC(C)(C)C,1298
CC(C)CC(C(=O)NCC#N)c1ccc(cc1)c2ccccc2,3343
CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccccc2,1578
CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)C3CNCCN3,521
CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)C3=CCNCC3,652
CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)C3CCNCC3,1421
CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)S(=O)(=O)C,6623
CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)N3CCN(CC3)C(C)(C)C,8340
CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)N3CCN(CC(=O)C)CC3,2364
CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)N3CCN(C)CC3,1695
CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)N3CCN(CCO)CC3,609
CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2cccnc2,8039
CN1CCC(CC1)(NC(=O)[C@H](CC2CCCCC2)NC(=O)N3CCOCC3)C#N,1.5
CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)N3CCOCC3,9422
CC(C)CC(C(=O)N(CC#N)OC(=O)C(F)(F)F)c1cccc(c1)c2ccncc2,1748
CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)c3ccncc3,1365
CN1CCN(CC1)c2ccc(cc2)c3cccc(c3)C(CC4CC4)C(=O)NCC#N,6597
CC(C)(NCCCc1cc(nc(n1)C#N)c2cccc(c2)C(F)(F)F)C(=O)N,16
CC(C)[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)N[C@@H](Cc3ccc(cc3F)C#N)C#N,169
CC(C)[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)C3(CC3)C(=O)N)C(F)(F)F)C(=O)N[C@@H](Cc4ccc(cc4F)C#N)C#N,408
CC(C)[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)[C@@H](O)C(F)F)C(F)(F)F)C(=O)N[C@@H](Cc3ccc(cc3F)C#N)C#N,322
CCC(NC(=O)c1cccc(c1)C(F)(F)F)C=O,1070
CCC(NC(=O)c1cccc(c1Cl)C(F)(F)F)C=O,31
CCC(NC(=O)c1cccc(c1F)C(F)(F)F)C=O,36
CCC(NC(=O)c1cccc(c1C)C(F)(F)F)C=O,18
CC(NC(=O)c1cccc(c1Cl)C(F)(F)F)C=O,110
CCC(NC(=O)c1cccc(c1OC)C(F)(F)F)C=O,692
CC(NC(=O)c1cccc(c1Cl)C(F)(F)F)C(=O)C(=O)N,30.9
CC(NC(=O)c1cccc(c1Cl)C(F)(F)F)C(=O)C(=O)Nc2cc[nH]n2,14.1
CC(NC(=O)c1cccc(c1Cl)C(F)(F)F)C(=O)C(=O)Nc2cc(C)[nH]n2,10.5
CC(NC(=O)c1cccc(c1Cl)C(F)(F)F)C(=O)C(=O)Nc2ccn(C)n2,8.5
CCC(NC(=O)c1cccc(c1Cl)C(F)(F)F)C(=O)C(=O)Nc2cc[nH]n2,1300
CCOc1ccc(C(=O)NC(C)C(=O)C(=O)N)c(Cl)c1C(F)(F)F,11
CCOc1ccc(C(=O)NC(C)C(=O)C(=O)Nc2cc[nH]n2)c(Cl)c1C(F)(F)F,2.9
CC(NC(=O)c1ccc(OCc2ccccn2)c(c1Cl)C(F)(F)F)C(=O)C(=O)N,4.8
CCC(NC(=O)c1ccc(OCc2ccccn2)c(c1Cl)C(F)(F)F)C(=O)C(=O)N,1925
CC(NC(=O)c1ccc(OCc2ccccn2)c(c1Cl)C(F)(F)F)C(=O)C(=O)Nc3ccn(C)n3,1
CCC(NC(=O)c1ccc(OCc2ccccn2)c(c1Cl)C(F)(F)F)C(=O)C(=O)Nc3ccn(C)n3,78
CC(C)C(NC(=O)c1ccc(OCc2ccccn2)c(c1Cl)C(F)(F)F)C(=O)C(=O)Nc3ccn(C)n3,2.3
CCCCC(NC(=O)c1ccc(OCc2ccccn2)c(c1Cl)C(F)(F)F)C(=O)C(=O)Nc3ccn(C)n3,1.9
CNC(=O)C(=O)C(C)NC(=O)c1ccc(OCc2ccccn2)c(c1Cl)C(F)(F)F,19.5
Cc1cccc(C[C@H](Nc2ccc3COC(=O)c3c2)C(=O)N[C@@H](COCc4ccc(F)c(c4)C(=O)O)C#N)c1,1000
Cc1cccc(C[C@H](Nc2ccc3c(c2)C(=O)OC3(C)C)C(=O)N[C@@H](COCc4cccc(c4)C(=O)O)C#N)c1,780
Cc1cccc(C[C@H](Nc2ccccc2)C(=O)N[C@@H](COCc3ccc(F)c(c3)C(=O)O)C#N)c1,1600
Cc1cccc(C[C@H](Nc2ccccc2)C(=O)N[C@@H](COCc3ccccc3)C#N)c1,1200
Cc1cccc(C[C@H](Nc2ccccc2)C(=O)N[C@@H](COCc3ccc(cc3)C(=O)O)C#N)c1,3900
Cc1cccc(C[C@H](NC(=O)c2ccc(F)cc2F)C(=O)N[C@@H](COCc3cccc(c3)C(=O)O)C#N)c1,937
Cc1cccc(C[C@H](NC(=O)C(c2ccccc2)c3ccccc3)C(=O)NCC#N)c1,88
O=C(Cc1ccccc1)N[C@@H](Cc2ccccc2)C(=O)NCC#N,226
CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](COCc2ccccc2Cl)C#N,9
CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@H](C#N)C(C)C,1400
CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](C)C#N,142
Clc1ccccc1COC[C@H](NC(=O)[C@H](CC2CCCCC2)NC(=O)N3CCOCC3)C#N,8
CC(C)(NC(=O)[C@H](CC1CCCCC1)NC(=O)N2CCOCC2)C#N,17
CCCC[C@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](CCc2ccccc2)C#N,41
CC(C)C[C@@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](CCc2ccccc2)C#N,11000
CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](COCc2ccc(Cl)cc2)C#N,27
Cc1ccccc1COC[C@H](NC(=O)[C@H](CC(C)(C)C)NC(=O)N2CCOCC2)C#N,12
O=C(N[C@@H](COCc1ccccc1)C#N)[C@H](CC2CCCCC2)NC(=O)c3occc3,21
CCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)N1CCOCC1)C#N,82
O=C(N[C@@H](CCc1ccccc1)C#N)[C@H](CC2CCCCC2)NC(=O)N3CCOCC3,5
O=C(N[C@@H](COCc1ccccc1)C#N)[C@H](CC2CCCCC2)NC(=O)c3cnccn3,9
CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](Cc2ccc(Cl)c(Cl)c2)C#N,56
CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)NCC#N,124
CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](CCc2ccccc2)C#N,47
CC(C)(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](COCc2ccccc2)C#N,8
CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](COCc2ccccc2)C#N,19
CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](Cc2ccccc2)C#N,130
CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)NCC#C,97000
O=C(N[C@@H](COCc1ccccc1)C#N)[C@H](CC2CCCCC2)NC(=O)c3cccs3,5
CN1CCC(CCOc2ccc(cc2C(F)(F)F)c3cc4c(ncn4C)c(n3)C#N)CC1,10
CN(C)C(=O)CN1CCC(CCOc2ccc(cc2C(F)(F)F)c3cc4c(ncn4C)c(n3)C#N)CC1,8.3
Cc1onc(C)c1CN2CCC(CCOc3ccc(cc3C(F)(F)F)c4cc5c(ncn5C)c(n4)C#N)CC2,12
Cn1cnc2c(nc(cc12)c3ccc(OCCC4CCN(Cc5occn5)CC4)c(c3)C(F)(F)F)C#N,39
Cc1oc(CN2CCC(CCOc3ccc(cc3C(F)(F)F)c4cc5c(ncn5C)c(n4)C#N)CC2)nn1,14.1
Cc1noc(CN2CCC(CCOc3ccc(cc3C(F)(F)F)c4cc5c(ncn5C)c(n4)C#N)CC2)n1,294
CC(=O)N1CCC(CCOc2ccc(cc2C(F)(F)F)c3cc4c(ncn4C)c(n3)C#N)CC1,235
Cn1cnc2c(nc(cc12)c3ccc(OCCC4CCN(CC4)S(=O)(=O)C)c(c3)C(F)(F)F)C#N,27
N#CN1CCC(CCc2ccccc2)C1,1584.89
N#CN1CCCC(CCc2ccccc2)C1,7943.28
O=S(=O)(N[C@H]1CCN(C1)C#N)c2ccccc2,501.19
O=S(=O)(N[C@@H]1CCN(C1)C#N)c2ccccc2,1584.89
Fc1ccc(cc1)C(=O)N[C@@H]2CCN(C2)C#N,12589.25
O=C(N[C@@H]1CCN(C1)C#N)Nc2ccccc2,3981.07
Brc1cccc(c1)S(=O)(=O)N[C@@H]2CCN(C2)C#N,316.23
COc1ccc(OC)c(c1)S(=O)(=O)N[C@@H]2CCN(C2)C#N,1995.26
Brc1ccc(Br)c(c1)S(=O)(=O)N[C@@H]2CCN(C2)C#N,125.89
C[C@@H]1C[C@H](CN1C#N)NS(=O)(=O)c2cccc(Br)c2,15848.93
C[C@H]1C[C@H](CN1C#N)NS(=O)(=O)c2cccc(Br)c2,3981.07
COc1ccc(OC)c(c1)S(=O)(=O)N[C@@H]2C[C@H](C)N(C2)C#N,15848.93
C[C@H]1C[C@H](CN1C#N)NS(=O)(=O)c2cc(Br)ccc2Br,1000
NC(=O)OC(CN1CCN(CC1)c2ccccc2C#N)Cn3nc(c4CN(CCc34)C(=O)N)c5ccc(I)cc5,10
CC(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)n4c(O)nc5ccccc45)c6ccc(OC(F)(F)F)cc6,130
CN1C(=O)N(C2CCN(CC(O)Cn3nc(c4CN(CCc34)C(=O)C)c5ccc(cc5)C(F)(F)F)CC2)c6ccccc16,110
CCCCN1C(=O)N(C2CCN(CC(O)Cn3nc(c4CN(CCc34)C(=O)C)c5ccc(Cl)c(C)c5)CC2)c6ccccc16,140
CC(=O)N1CCc2c(C1)c(nn2C[C@@H](O)CN3CCC(CC3)n4c(O)nc5ccc(Cl)cc45)c6ccc(cc6)C(F)(F)F,200
CC(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)n4c(O)nc5ccccc45)c6ccc(cc6)C(F)(F)F,100
CC(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)n4c(O)nc5ccccc45)c6ccc(Cl)c(C)c6,130
CN1C(=O)N(C2CCN(CCCn3nc(c4CN(CCc34)S(=O)(=O)C)c5ccc(Cl)c(Cl)c5)CC2)c6ccccc16,50
CC(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCN(CC3)C(c4ccc(F)cc4)c5ccc(F)cc5)c6ccc(Cl)cc6,1000
CC(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)n4c(O)nc5ccc(Cl)cc45)c6ccc(Br)cc6,120
Cc1cc(ccc1Cl)c2nn(CC(O)CN3CCC(CC3)n4c(O)nc5ccc(Cl)cc45)c6CCN(Cc26)S(=O)(=O)C,50
C[C@@H](NC(=O)C(=O)[C@H](CCCCNC(=O)N1CCOCC1)NC(=O)OCC2(Cc3ccc(F)cc3)CCC2)c4ccccc4,27
CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)n4c(O)nc5ccc(Cl)cc45)c6ccc(Br)cc6,50
C[C@@H]1CC[C@H](NC(=O)[C@H](CC2=CCCC2)NC(=O)c3occc3)C(=O)CN1S(=O)(=O)c4ccccn4,4.9
C[C@@H]1CC[C@H](NC(=O)[C@H](CC2CCCC2)NC(=O)c3occc3)C(=O)CN1S(=O)(=O)c4ccccn4,0.76
C[C@@H]1CC[C@H](NC(=O)[C@H](CC2CCCCC2)NC(=O)c3occc3)C(=O)CN1S(=O)(=O)c4ccccn4,1780
CC(C)C[C@H](NC(=O)c1occc1)C(=O)N[C@H]2CC[C@@H](C)N(CC2=O)S(=O)(=O)c3ccccn3,2.9
C[C@@H]1CC[C@H](NC(=O)[C@H](CC(C)(C)C)NC(=O)c2occc2)C(=O)CN1S(=O)(=O)c3ccccn3,4800
C[C@@H]1CC[C@H](NC(=O)[C@H](CC2(C)CCCCC2)NC(=O)c3occc3)C(=O)CN1S(=O)(=O)c4ccccn4,1400
C[C@@H]1CC[C@H](NC(=O)[C@@H](CC2(C)CCCC2)NC(=O)c3occc3)C(=O)CN1S(=O)(=O)c4ccccn4,101
C[C@@H]1CC[C@H](NC(=O)[C@@H](CC2(C)CCCCC2)NC(=O)c3occc3)C(=O)CN1S(=O)(=O)c4ccccn4,37
C[C@@H]1CC[C@H](NC(=O)[C@H](CCC2CCCC2)NC(=O)c3occc3)C(=O)CN1S(=O)(=O)c4ccccn4,1.9
CC1CCC(C[C@H](NC(=O)c2occc2)C(=O)N[C@H]3CC[C@@H](C)N(CC3=O)S(=O)(=O)c4ccccn4)CC1,0.5
C[C@@H]1CC[C@H](NC(=O)[C@H](CC2CCC(C)(C)CC2)NC(=O)c3occc3)C(=O)CN1S(=O)(=O)c4ccccn4,1.2
C[C@@H]1CC[C@H](NC(=O)[C@H](CCC2CCCC2)NC(=O)N3CCOCC3)C(=O)CN1S(=O)(=O)c4ccccn4,0.58
C[C@@H]1CC[C@H](NC(=O)[C@H](CC2(C)CCCCC2)NC(=O)N3CCOCC3)C(=O)CN1S(=O)(=O)c4ccccn4,570
C[C@@H]1CC[C@H](NC(=O)[C@H](CC23CCC(CC2)C3(C)C)NC(=O)N4CCOCC4)C(=O)CN1S(=O)(=O)c5ccccn5,1.5
C[C@@H]1CC[C@H](NC(=O)[C@H](CC2(C)CCCCC2)NC(=O)c3occc3)C(=O)CN1C(=O)c4ccccn4,1.5
CC(C)C[C@H](NC(=O)c1occc1)C(=O)N[C@H]2CC[C@@H](C)N(CC2=O)C(=O)c3ccccn3,31.6
CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)n4c(O)nc5ccccc45)c6ccc(Br)cc6,50
CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)n4c(O)nc5ccc(Cl)cc45)c6ccc(cc6)C(F)(F)F,30
CC(=O)N1CCc2c(C1)c(nn2C[C@H](O)CN3CCC(CC3)n4c(O)nc5ccc(Cl)cc45)c6ccc(Cl)c(C)c6,350
COc1ccc2c(c1)nc(O)n2C3CCN(CC(O)Cn4nc(c5CN(CCc45)C(=O)C)c6ccc(Br)cc6)CC3,140
CC(C)N1C(=O)N(C2CCN(CC(O)Cn3nc(c4CN(CCc34)C(=O)C)c5ccc(Cl)c(C)c5)CC2)c6ccccc16,100
CCCC[C@H](NC(=O)OCC(C)(C)Cc1ccccc1)C(=O)C(=O)N[C@H](C)c2ccccc2,20
CC(C)C[C@H](Nc1cscc1c2ccc(cc2)N3CCNCC3)C(=O)NCC#N,102
CN1C(=O)N(C2CCN(CCCn3nc(c4CN(CCc34)S(=O)(=O)C)c5ccc(Br)cc5)CC2)c6ccccc16,140
CC(C)C[C@H](Nc1ccccc1c2ccc(cc2)N3CCNCC3)C(=O)NCC#N,158
CCCC[C@H](NC(=O)OCC1(CCc2ccccc2)CCC1)C(=O)C(=O)N[C@H](C)c3ccccc3,34
CCCC[C@H](NC(=O)OCC1(Cc2ccccc2)CCCC1)C(=O)C(=O)N[C@H](C)c3ccccc3,11
CC(C)C[C@@H](C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)N3CCNCC3,2010
CC(C)C[C@H](Nc1ccc(cc1)c2ccc(cc2)N3CCNCC3)C(=O)NCC#N,34
CCCC[C@H](NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)C(=O)C(=O)Nc3ccn[nH]3,5.2
CC(C)C[C@H](Nc1cccc(c1)c2ccc(cc2)N3CCNCC3)C(=O)NCC#N,24
COCCN(C)CCn1cnc2c(NC3CCCCC3)nc(nc12)C#N,200
CN(C)S(=O)(=O)NCCCC[C@H](NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)C(=O)C(=O)NCc3cccnc3,130
COc1ccccc1N2CCN(CC(O)Cn3nc(c4CN(CCc34)C(=O)C)c5ccc(Cl)cc5)CC2,2100
CCCC[C@H](NC(=O)O[C@H](Cc1oc(nn1)c2ccccc2)C(C)(C)C)C(=O)C(=O)N[C@H](C)c3ccccc3,750
CCCC[C@H](NC(=O)OCC1(CCCc2ccccc2)CCC1)C(=O)C(=O)N[C@H](C)c3ccccc3,17
CCCC[C@H](NC(=O)O[C@H](Cn1cnc(c1)c2ccc(cc2)C(F)(F)F)C(C)(C)C)C(=O)C(=O)Nc3nccs3,19000
CN1CCN(CCCOc2ccccc2Nc3nc(nc4c3ncn4C5CCCC5)C#N)CC1,260
CCCC[C@H](NC(=O)O[C@H](Cc1oc(nn1)c2ccc(cc2)C(F)(F)F)C(C)(C)C)C(=O)C(=O)Nc3ccn[nH]3,520
CCCC[C@H](NC(=O)O[C@H](Cc1oc(nn1)c2ccc(F)cc2)C(C)(C)C)C(=O)C(=O)N[C@H](C)c3ccccc3,530
CCCC[C@H](NC(=O)O[C@H](Cc1oc(nn1)c2ccccc2)C(C)(C)CC)C(=O)C(=O)N[C@H](C)c3ccccc3,720
N#Cc1nc(Nc2ccccc2OCCCn3ccnc3)c4ncn(C5CCCC5)c4n1,210
CCCC[C@H](NC(=O)O[C@H](Cn1ccc(n1)c2ccc(cc2)C(F)(F)F)C(C)(C)C)C(=O)C(=O)Nc3ccccn3,3700
COc1ccccc1N2CCN(CCCCn3nc(c4CN(CCc34)C(=O)C)c5ccc(Cl)cc5)CC2,9500
CCCC[C@H](NC(=O)O[C@H](Cc1oc(nn1)c2ccc(F)cc2)C(C)(C)C)C(=O)C(=O)NCc3cccnc3,2700
CCCC[C@H](NC(=O)O[C@H](Cc1oc(nn1)c2ccccc2)C(C)C)C(=O)C(=O)N[C@H](C)c3ccccc3,3700
CN1CCN(CCOc2ccc(COc3ccccc3Nc4nc(nc5c4ncn5C6CCCC6)C#N)cc2)CC1,50
CC(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCN(CC3)c4ccccc4Cl)c5ccc(Cl)cc5,1000
CCCC[C@H](NC(=O)O[C@H](Cn1cc(cn1)c2ccc(cc2)C(F)(F)F)C(C)(C)C)C(=O)C(=O)Nc3ccn[nH]3,78
CCCC[C@H](NC(=O)O[C@H](CN1CCN(C1=O)c2ccc(cc2)C(F)(F)F)C(C)(C)C)C(=O)C(=O)Nc3ccn[nH]3,540
CCCC[C@H](NC(=O)O[C@H](Cn1cnc(c1)c2ccc(cc2)C(F)(F)F)C(C)(C)C)C(=O)C(=O)Nc3ccn[nH]3,160
CCCC[C@H](NC(=O)OC1C2(C)CCC(C2)C1(C)C)C(=O)C(=O)N[C@H](C)c3ccccc3,30
CCCC[C@H](NC(=O)O[C@@H]1C(=O)NCC1(C)C)C(=O)C(=O)N[C@H](C)c2ccccc2,18
CCCC[C@H](NC(=O)OC1C[C@H](C)C[C@@H](C)C1)C(=O)C(=O)N[C@H](C)c2ccccc2,290
CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)N3CCNCC3)C(F)(F)F)C(=O)NCC#N,451
CC(C)CC(NC(c1ccc(cc1)c2ccc(cc2)N3CCNCC3)C(F)(F)F)C(=O)NCC#N,902
CCCC[C@H](NC(=O)O[C@H]1CCCc2ccccc12)C(=O)C(=O)N[C@H](C)c3ccccc3,79
CCCC[C@H](NC(=O)O[C@H]1CCc2ccccc12)C(=O)C(=O)N[C@H](C)c3ccccc3,280
CCCC[C@H](NC(=O)OC1CC2CCC1C2)C(=O)C(=O)N[C@H](C)c3ccccc3,19
CCCC[C@H](NC(=O)O[C@@H]1C(=O)OCC1(C)C)C(=O)C(=O)N[C@H](C)c2ccccc2,13
CCCC[C@H](NC(=O)OC1C2CC3CC(CC1C3)C2)C(=O)C(=O)N[C@H](C)c4ccccc4,16
O=C(NC1(CCCCC1)C(=O)NCC#N)c2ccc(cc2)c3csc(n3)N4CCOCC4,27000
O=C(NC1(CCCCC1)C(=O)NCC#N)c2ccc(cc2)N3CCOCC3,52000
O=C(NCC#N)[C@H](CC1CCCCC1)NC(=O)c2ccccc2,5.3
CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)N4C(=O)COc5ccccc45)c6ccc(cc6)C(F)(F)F,800
CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)N4c5ccc(Cl)cc5CNS4(=O)=O)c6ccc(cc6)C(F)(F)F,30
CCCC[C@H](NC(=O)O[C@H](Cn1ccc(n1)c2ccc(cc2)C(F)(F)F)C(C)(C)C)C(=O)CNS(=O)(=O)c3ccccn3,35
CC(C)C[C@H](NC(=O)c1oc2ccccc2c1)C(=O)N[C@H]3CC[C@@H](C)N(CC3=O)S(=O)(=O)c4ccccn4,8
COc1ccc(cc1)c2ccc(cc2)[C@H](N[C@@H](CC(C)C)C(=O)NCC#N)C(F)(F)F,196
CC(C)C[C@H](N[C@@H](c1ccccc1)C(F)(F)F)C(=O)NCC#N,36
CC(C)C[C@H](N[C@@H](c1ccc(Br)cc1)C(F)(F)F)C(=O)NCC#N,54
CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4C(=O)COc5ccccc45)c6ccc(cc6)C(F)(F)F,23
CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccccc2)C(F)(F)F)C(=O)NCC#N,303
CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(F)c(F)c2)C(F)(F)F)C(=O)NCC#N,189
FC(F)(F)c1ccc(cc1)c2nn(CCCN3CCC(CC3)N4C(=O)COc5ccccc45)c6CCNCc26,1800
CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)N4C(=O)NCc5ccccc45)c6ccc(Br)cc6,65
CC(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)N4C(=O)COc5ccccc45)c6ccc(cc6)C(F)(F)F,120
CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(F)cc2)C(F)(F)F)C(=O)NCC#N,449
CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](COC(C)(C)C)C#N,900
CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](COCc2ccccc2)C#N,969
CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccncc2)C(F)(F)F)C(=O)NCC#N,62
CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)N4C(=O)NCc5cc(Cl)ccc45)c6ccc(Br)cc6,33
CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)N4C(=O)COc5ccc(Cl)cc45)c6ccc(Br)cc6,48
CC(C)C[C@H](NCC(F)(F)F)C(=O)NCC#N,6183
CCCC[C@H](N[C@@H](CC(C)C)C(=O)NCC#N)C(F)(F)F,1308
CC(C)(C)OC(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4C(=O)COc5ccccc45)c6ccc(cc6)C(F)(F)F,900
CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4C(=O)COc5ccc(Cl)cc45)c6ccc(cc6)C(F)(F)F,130
CC(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4C(=O)COc5ccccc45)c6ccc(cc6)C(F)(F)F,100
CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2cccc(c2)S(=O)(=O)C)C(F)(F)F)C(=O)NCC#N,265
CC(C)C[C@H](N[C@@H](c1ccc(Oc2ccccc2)cc1)C(F)(F)F)C(=O)NCC#N,220
O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc(cs4)c5ccccc5,1584.89
