ID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
CHEMBL1076795,7.292005210380593,-2.4386964341370874,-3.939851123068966,-0.6164340914876376,2.0457717960389696,4.483187933828257,0.5599743640446398,1.3507855390062677,-0.2568151798136333,-0.3661915609548466,1.5564148591407574,0.27091925348738133,0.5926581566904714,0.1341754427140558,-1.832634901722384,0.8574421031705081,-0.27256952856153216,0.5017528826316613,0.49184061918849314,0.46837437229439655
CHEMBL1076796,13.13628441945875,-0.9817053023298299,-1.5821479025568577,1.410826587705297,2.0644454581997937,2.0018967595126456,1.3940564435388691,2.4743299466068995,0.8092264603409851,2.0281005715696385,-1.0669331223388148,0.38456212035303516,0.4535629644133778,0.7194099609793155,-1.6460757596863773,0.4292906725009883,-1.27344302840973,1.128822514026148,0.4137871132434889,-0.7532241399592591
CHEMBL1077193,-10.641226472965979,2.8601925860705295,-2.549637197817655,-0.9964414417261447,-1.4181566925483324,2.1670592217815474,-2.7992783548811713,-0.6381762327572806,0.8563616234682873,-0.07371251676503948,2.8751874849611467,-0.1420887759272005,2.309237197837812,-0.07797158309326241,-0.004566316408201689,0.3045502289045977,0.22296492937181686,-0.21017980912759723,-0.4150065654360475,-1.2529734792605898
CHEMBL1077194,-10.937977650311625,1.3273099238349415,-2.3056658153226364,-4.567573433680417,0.7130922877970521,3.208660117780289,-3.3619744508877636,0.17524893995234633,0.8807071173481861,-2.1711643624287165,2.1079141974604476,-0.23347873234272917,-0.3577382237031609,-0.23309266412060067,-0.13218148501914048,1.197067030864725,-0.035616718289127804,-0.6938955116055091,0.7014286512165377,1.4989341634416466
CHEMBL1078411,-9.252570129846571,2.582744888809039,-0.5072107130006962,-1.1053949266941436,-1.5161486704621816,0.9892715491914306,1.6892927065856844,1.61072765609411,0.9675620173804613,0.7566670318857488,-2.306291183397353,0.6503737186035997,0.3265877904802522,-0.8920077617288547,-1.128780590955202,0.23525661373732082,1.612425720233214,1.3657075075779892,-1.204696879125288,0.1717463488581735
CHEMBL1079000,-10.585210828509153,-1.3589070416577678,-0.6513092621138131,2.0291406841957915,-2.1948163560036673,3.327006043950567,-1.6728534366985495,-0.2577253394703659,0.5839311303064425,-0.46560514442611584,1.0359807276440034,1.1799768991437753,0.915611269874903,-0.2700410176525257,0.20286581265424364,0.34019954490817716,0.05029104537131395,-0.5721286768838201,0.39062700910562603,0.3353802801981562
CHEMBL1079099,-10.409937686684906,-0.8497924517599554,-0.5387923384612082,2.130335948552033,-2.066643988376866,3.923005758374356,-1.9526568792905252,-0.5745931248713007,0.11910819090618485,-0.24702354170089694,0.9260324472566512,1.3972136724676902,0.7662523712619248,0.07871534483563877,-0.01083205815238942,0.21340720392072265,0.2514109776647655,-0.6214557437698658,0.36339549520943676,0.5614096729191703
CHEMBL1079100,-9.590497649463225,-1.5350975220727683,-0.47979589238662756,1.4088174732059697,-3.653279150152323,2.856536653363948,-0.7458403737947157,-1.6634310227958011,1.447400919609003,-1.351923672135483,1.2260591632899351,1.859902346503227,0.6730208834672566,-0.4946127797891155,-0.019263830342168844,0.8133042633891552,-0.4932368315049565,-0.51272136084237,0.09583708720073213,0.19462389957884577
CHEMBL1079101,-9.722777741902766,-1.3893080076250974,-0.5519181633862585,1.4234708016088582,-3.669134168273763,3.114312030887617,-0.48813448413354626,-1.5619951395862957,1.699946546574852,-1.3116999707971209,1.3454261010868298,1.7033187222245236,0.7324852955919363,-0.6039835685475651,-0.18968167502906577,0.7888773835432803,-0.0864989826686758,-0.5273223925370549,0.1979808635506159,0.34137655662757016
CHEMBL1082857,-9.793097849998446,1.9189060993863525,-3.5460947578807924,-2.2651251627948747,-1.3466686655458133,1.1441601333072844,-3.7629933968016274,0.49603972955022974,0.7922024506663906,-1.0712878254738354,1.475622059285777,-0.2246645339037026,0.7973797011282509,-0.045469111163473803,0.10080543143888977,1.2188942785191552,0.14919496268266674,-0.23614033647980298,0.19351048480305305,0.19031233503445613
CHEMBL1082858,-10.013855879791292,-0.2618197241457474,-0.8044106648834963,-0.9259223266474014,-3.475877510740465,1.8751566972198381,-1.107888208768564,0.8735915549156664,0.03295156110383269,1.8284202442348105,3.231871641415049,0.1246400076994791,0.40931003197840204,-0.5967446379898389,0.28688024562995357,-0.9216186949397887,0.24750584841392445,0.1982559223428336,-0.16164151812042907,0.062051365143329276
CHEMBL1082859,-12.738741965295976,1.9719248592914023,-2.3765272860829527,-0.5063338022398246,-2.3105659364345614,1.8826345397782211,-1.4393825393139792,0.06796901923244535,0.5926487683351515,0.568929491263665,1.9752487471566251,0.44077538644540776,2.0079500740379608,-0.7686425840386919,0.011459608136421353,0.3424920666420009,0.32488032900749264,-0.24130314697756228,-0.25035305004226316,-0.10432301340403803
CHEMBL1082860,-12.347381887831034,1.248326548295008,-2.2911462329567924,-0.08837546704928423,-2.5387861077319958,0.9296801847368936,-1.6563664994501353,-0.732952179197727,1.0063642447740957,2.45442541079893,1.05050470001188,1.3785522816291418,1.25612998687961,-0.9497988925642433,0.22478394668931004,-0.17638227349001845,-0.044058629760129975,-0.27827253614353625,0.5108751975034597,-0.3347734039169669
CHEMBL1083318,4.762486907354816,2.2793804136123432,5.148657858382253,-0.6237707136968639,4.280816820028611,0.32263895838952306,3.67520035795377,0.6929737258908422,-0.8781270518499618,0.12442157208100191,0.02333402635552846,-0.22716158280887358,0.9052587426086743,-1.325704292136432,1.5108428183083016,0.7902883227246782,-1.6611481481221155,-0.5070470035830592,1.6510609950724924,0.3683169975892412
CHEMBL1083620,4.652419519645981,3.838967443175501,6.115696589430433,-0.5460378903073028,1.5885934547974312,-1.4008843028024556,1.7936470875569703,1.2171874887158278,0.3683439049652796,-1.431217685390805,0.01574479715772067,-0.341599239871795,0.5984740097431112,-0.12133084808372477,-0.01628972159141206,0.46260690635897944,-1.1620062384958114,-1.1099161235591217,0.7772792486033793,-1.1338718084912007
